state,government_function,full_time_employees,full_time_employees_coefficient_of_variation_as_percent,full_time_pay,full_time_pay_coefficient_of_variation_as_percent,part_time_employees,part_time_employees_coefficient_of_variation_as_percent,part_time_pay,part_time_pay_coefficient_of_variation_as_percent,part_time_hours,part_time_hours_coefficient_of_variation_as_percent,full_time_equivalent_employees,full_time_equivalent_employees_coefficient_of_variation_as_percent,total_employees,total_employees_coefficient_of_variation_as_percent,total_march_pay,total_march_pay_coefficient_of_variation_as_percent,year
OR,judicial and legal,1451,2.78,6864751,2.02,345,1.17,613973,0.82,25721,1.21,1595,2.74,1796,2.26,7478724,1.86,2009
OR,police protection total,7591,1.93,40526433,1.66,444,1.18,803761,0.86,38582,0.89,7808,1.9,8035,1.83,41330194,1.63,2009
OR,police protection - officers,5184,2.14,30231800,1.87,124,1.03,147302,0.68,7354,0.85,5225,2.14,5308,2.09,30379102,1.86,2009
OR,police protection - other,2407,1.49,10294633,1.05,320,1.24,656459,0.9,31228,0.91,2583,1.41,2727,1.32,10951092,0.99,2009
OR,fire protection total,3644,1.83,23010485,1.51,992,4.01,460290,2.75,31109,3.01,3821,2.05,4636,1.68,23470775,1.48,2009
OR,fire protection - firefighters,3174,1.56,20580759,1.37,894,4.21,342787,3.11,25630,3.25,3320,1.75,4068,1.53,20923546,1.34,2009
OR,fire protection - other,470,3.69,2429726,2.69,98,2.15,117503,1.68,5479,1.89,501,4.03,568,3.07,2547229,2.56,2009
OR,corrections,3455,2.21,15864486,1.62,461,3.43,536896,2.07,26921,2.42,3607,2.28,3916,1.99,16401382,1.57,2009
OR,highways,3361,1.63,15074384,1.37,179,0.58,398980,0.41,17986,0.43,3463,1.6,3540,1.55,15473364,1.33,2009
OR,air transportation,599,1.64,3373004,1.15,28,2.19,60504,0.75,3501,1.05,619,1.57,627,1.57,3433508,1.13,2009
OR,water transport and terminals,260,0.35,1418123,0.13,33,2.09,39054,0.71,2739,0.94,276,0.44,293,0.39,1457177,0.13,2009
OR,public welfare,729,0.55,3035880,0.4,114,1.4,185326,1.27,9779,0.85,784,0.58,843,0.51,3221206,0.38,2009
OR,health,3402,2.58,13857547,2.05,1033,1.26,2221276,1.1,87735,1.27,3900,2.24,4435,2,16078823,1.77,2009
OR,hospitals,1983,2.49,8951574,0.08,823,1.18,1975199,0.11,82691,0.82,2452,2.19,2806,1.79,10926773,0.07,2009
OR,social insurance administration,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2009
OR,solid waste management,440,0.65,1893719,0.52,113,0.22,158868,0.32,9514,0.24,494,0.67,553,0.52,2052587,0.48,2009
OR,sewerage,1851,1.22,8962071,1.03,105,0.58,225819,0.36,10327,0.5,1910,1.23,1956,1.16,9187890,1.01,2009
OR,parks and recreation,1798,1.12,7749582,0.95,5033,1.17,3220339,1.27,253697,1.56,3225,1.25,6831,0.91,10969921,0.77,2009
OR,housing and community development,1119,3.25,4534564,2.66,131,3.33,244378,2.78,11193,3.69,1181,3.38,1250,2.93,4778942,2.53,2009
OR,natural resources,498,2.01,1757328,2.1,161,2.23,137132,1.8,8690,2.46,545,2.15,659,1.61,1894460,1.95,2009
OR,water transport and terminals,2387,0.54,10257454,0.63,340,0.3,306564,0.25,18756,0.35,2494,0.56,2727,0.48,10564018,0.62,2009
OR,electric power,634,2.03,3818283,2.11,55,6.51,93201,5.91,3385,5,653,2.27,689,1.94,3911484,2.06,2009
OR,gas supply,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2009
OR,transit,2876,0.16,14704372,0.08,455,0.47,1039816,0.36,53362,0.43,3177,0.19,3331,0.16,15744188,0.08,2009
OR,education total,64004,2.83,240363228,2.8,39797,2.84,47957395,3.92,2664479,3.67,79345,2.91,103801,2.06,288320623,2.42,2009
OR,education - elementary and secondary total,58189,2.63,213229856,2.38,30133,2.08,36993071,1.86,2141106,2.13,70579,2.5,88322,1.87,250222927,2.05,2009
OR,education - elementary and secondary instructional,42851,2.56,173107218,2.36,17596,2.12,24034079,1.83,1298435,2.09,50365,2.46,60447,1.92,197141297,2.08,2009
OR,education - elementary and secondary other,15338,2.83,40122638,2.51,12537,2.02,12958992,1.9,842671,2.2,20214,2.6,27875,1.8,53081630,1.95,2009
OR,education - higher education total,5815,4.84,27133372,6.04,9664,5.23,10964324,10.88,523373,9.97,8766,6.23,15479,3.74,38097696,5.32,2009
OR,education - higher education instructional,1986,4.49,11642477,6.22,4942,7.18,7317541,11.72,239054,12.3,3334,7.45,6928,5.28,18960018,5.92,2009
OR,education - higher education other,3829,5.02,15490895,5.91,4722,3.19,3646783,9.2,284319,8.01,5432,5.48,8551,2.86,19137678,5.09,2009
OR,education - other,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2009
OR,libraries,938,1.82,3706336,1.44,1102,0.87,1469250,0.52,88954,0.65,1440,1.54,2040,0.96,5175586,1.04,2009
OR,liquor stores,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2009
OR,other and unallocable,3315,1.99,16052600,1.81,1131,0.18,1392889,0.54,85164,0.53,3791,1.84,4446,1.49,17445489,1.66,2009
PA,total,392018,0.33,1604905357,0.34,111317,0.33,98860944,0.4,7107597,0.38,433461,0.33,503335,0.27,1703766301,0.32,2009
PA,financial administration,7695,0.42,27664915,0.37,5063,0.45,2756813,2.54,183682,0.52,8663,0.37,12758,0.31,30421728,0.41,2009
PA,other government administration,9260,0.56,33927145,0.52,9838,0.68,3976832,0.76,224142,1.23,10421,0.59,19098,0.44,37903977,0.47,2009
PA,judicial and legal,14007,0.17,48042668,0.13,1912,0.87,2077807,0.97,114931,0.97,14672,0.52,15919,0.18,50120475,0.13,2009
PA,police protection total,23387,0.5,121413507,0.51,9640,0.69,7970016,0.71,644262,0.92,27080,0.58,33027,0.41,129383523,0.48,2009
PA,police protection - officers,19829,0.47,108197275,0.49,4691,0.57,4081783,0.56,349558,0.65,21836,0.51,24520,0.39,112279058,0.47,2009
PA,police protection - other,3558,0.68,13216232,0.63,4949,0.8,3888233,0.87,294704,1.24,5244,0.87,8507,0.55,17104465,0.53,2009
PA,fire protection total,5510,0.65,28848972,0.54,675,2.94,420434,2.41,34959,2.99,5706,0.62,6185,0.66,29269406,0.54,2009
PA,fire protection - firefighters,4964,0.54,26673083,0.42,524,3.35,330107,2.54,29127,3.21,5126,0.48,5488,0.58,27003190,0.42,2009
PA,fire protection - other,546,1.65,2175889,2.04,151,1.53,90327,1.96,5832,1.88,580,1.95,697,1.34,2266216,1.96,2009
PA,corrections,12600,0.26,48693737,0.2,850,0.65,1169726,0.57,94298,0.82,13141,0.41,13450,0.25,49863463,0.2,2009
PA,highways,10605,0.39,37471575,0.43,650,0.28,625456,0.34,52787,0.36,10905,0.39,11255,0.37,38097031,0.42,2009
PA,air transportation,1543,2.27,6643919,2.02,93,9.02,85565,9.8,7730,9.59,1587,2.57,1636,2.2,6729484,2,2009
PA,water transport and terminals,23,0.01,69244,0.01,18,0.01,12740,0.01,917,0.01,28,0.01,41,0,81984,0,2009
PA,public welfare,18400,0.81,60995370,0.72,3168,0.94,4353937,1.4,293030,1.29,20098,0.86,21568,0.7,65349307,0.68,2009
PA,health,5444,0.9,19935150,0.67,522,2.22,524194,1.98,38028,2.59,5666,1.26,5966,0.84,20459344,0.65,2009
PA,hospitals,586,0.01,2273516,0.01,303,0.01,407082,0.01,19490,0.01,703,0.01,889,0,2680598,0,2009
PA,social insurance administration,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2009
PA,solid waste management,2594,0.45,9708589,0.43,389,0.4,537819,0.05,24268,0.05,2732,0.49,2983,0.39,10246408,0.41,2009
PA,sewerage,7613,0.54,29520366,0.57,1384,0.39,832078,0.62,59310,0.75,7917,0.66,8997,0.46,30352444,0.56,2009
PA,parks and recreation,2459,0.74,9731090,0.62,1846,1.56,1231600,1.53,102519,1.36,3047,0.86,4305,0.79,10962690,0.58,2009
PA,housing and community development,4567,2.29,18405243,2.15,322,3.64,434669,3.79,32027,3.98,4758,2.36,4889,2.15,18839912,2.1,2009
PA,natural resources,365,0.67,1176764,0.65,20,0.28,21622,0.08,1223,0.26,372,0.99,385,0.64,1198386,0.64,2009
PA,water transport and terminals,4969,0.62,22018679,0.63,849,0.36,496149,0.35,37693,0.24,5159,0.68,5818,0.53,22514828,0.61,2009
PA,electric power,34,0.01,161607,0.01,1,0.01,1869,0.01,159,0.01,35,0.01,35,0,163476,0,2009
PA,gas supply,1760,0.01,7461609,0.01,1,0.01,476,0.01,40,0.01,1760,0.01,1761,0,7462085,0,2009
PA,transit,12756,1.2,60499302,0.82,582,11.02,587305,15.17,43915,16.03,13101,1.39,13338,1.24,61086607,0.83,2009
PA,education total,239759,0.68,989031971,0.65,69822,0.69,67468746,0.76,4854094,0.74,268399,0.66,309581,0.55,1056500717,0.61,2009
PA,education - elementary and secondary total,237037,0.69,975895549,0.66,65822,0.73,62890300,0.82,4629671,0.77,264383,0.67,302859,0.56,1038785849,0.62,2009
PA,education - elementary and secondary instructional,173339,0.7,793826957,0.67,33902,0.76,32133583,0.8,2309721,0.81,187001,0.69,207241,0.6,825960540,0.64,2009
PA,education - elementary and secondary other,63698,0.65,182068592,0.63,31920,0.7,30756717,0.84,2319950,0.74,77382,0.62,95618,0.49,212825309,0.55,2009
PA,education - higher education total,2722,0.01,13136422,0.01,4000,0.01,4578446,0.01,224423,0.01,4016,0.01,6722,0,17714868,0,2009
PA,education - higher education instructional,1242,0.01,7041887,0.01,2899,0.01,3657210,0.01,130832,0.01,1990,0.01,4141,0,10699097,0,2009
PA,education - higher education other,1480,0.01,6094535,0.01,1101,0.01,921236,0.01,93591,0.01,2026,0.01,2581,0,7015771,0,2009
PA,education - other,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2009
PA,libraries,1350,0.61,5031968,0.59,1095,2.21,1032331,1.54,83060,1.84,1829,0.93,2445,1.04,6064299,0.56,2009
PA,liquor stores,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2009
PA,other and unallocable,4732,0.93,16178451,0.77,2274,0.77,1835678,1.11,161033,1.13,5682,1.28,7006,0.68,18014129,0.7,2009
RI,total,30701,0.97,143945250,1.03,6129,1.8,5894804,1.63,367058,1.96,32855,1,36830,0.86,149840054,0.99,2009
RI,financial administration,797,0.92,3067086,0.95,72,0.9,76693,1.74,5749,1.2,832,0.79,869,0.84,3143779,0.92,2009
RI,other government administration,1003,1.42,3847638,1.68,293,6.79,179196,4.65,12317,3.94,1075,1.48,1296,1.89,4026834,1.62,2009
RI,judicial and legal,106,1.22,442498,1.07,57,2.98,57712,2.46,2054,2.43,118,3.05,163,1.31,500210,0.99,2009
RI,police protection total,3411,1.13,16309206,1.28,391,0.82,379172,0.93,21907,0.87,3539,1.11,3802,1.02,16688378,1.25,2009
RI,police protection - officers,2790,1.17,14273181,1.26,37,0.01,15718,0.01,560,0.01,2793,1.17,2827,1.15,14288899,1.26,2009
RI,police protection - other,621,0.98,2036025,1.39,354,0.91,363454,0.97,21347,0.89,746,0.89,975,0.71,2399479,1.19,2009
RI,fire protection total,2633,2.28,13228091,2.49,155,8.13,69077,6.79,6097,3.26,2669,2.17,2788,2.2,13297168,2.48,2009
RI,fire protection - firefighters,2526,2.21,12783914,2.46,16,1.68,6814,2.82,583,2.96,2530,2.21,2542,2.2,12790728,2.46,2009
RI,fire protection - other,107,3.75,444177,3.56,139,8.88,62263,7.23,5514,3.29,139,1.49,246,5.27,506440,3.24,2009
RI,corrections,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2009
RI,highways,905,0.88,3636479,1.73,35,4.22,26307,6.43,1811,6.76,915,0.98,940,0.86,3662786,1.72,2009
RI,air transportation,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2009
RI,water transport and terminals,4,0.01,11049,0.01,9,0.01,7142,0.01,269,0.01,7,0.01,13,0,18191,0,2009
RI,public welfare,78,2.3,283729,1.78,72,2.35,67871,2.28,5267,3.05,110,2.68,150,1.64,351600,1.5,2009
RI,health,79,0.67,316932,0.58,22,4.26,37469,0.89,2503,1.19,93,0.79,101,1.07,354401,0.53,2009
RI,hospitals,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2009
RI,social insurance administration,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2009
RI,solid waste management,166,5.62,613285,5.87,5,5.38,11834,2.97,1029,2.84,168,6.64,171,5.46,625119,5.76,2009
RI,sewerage,170,2.14,662266,2.63,5,0.01,5533,0.01,327,0.01,172,2.12,175,2.08,667799,2.61,2009
RI,parks and recreation,856,0.5,1829453,0.89,287,2.9,134003,4.56,11397,3.78,921,0.9,1143,0.82,1963456,0.89,2009
RI,housing and community development,609,2.52,2219818,2.85,65,0.88,82218,1.79,5668,1.36,643,2.45,674,2.28,2302036,2.75,2009
RI,natural resources,1,0.01,3116,0.01,6,0.01,9486,0.01,376,0.01,4,0.01,7,0,12602,0,2009
RI,water transport and terminals,543,2.62,2401801,2.64,27,1.32,18453,1.1,867,1.65,548,2.59,570,2.5,2420254,2.62,2009
RI,electric power,15,0.01,68688,0.01,1,0.01,503,0.01,38,0.01,15,0.01,16,0,69191,0,2009
RI,gas supply,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2009
RI,transit,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2009
RI,education total,18647,1.94,92563928,1.84,3901,3.63,4179950,3.02,237890,4.22,20094,2.01,22548,1.72,96743878,1.77,2009
RI,education - elementary and secondary total,18647,1.94,92563928,1.84,3901,3.63,4179950,3.02,237890,4.22,20094,2.01,22548,1.72,96743878,1.77,2009
RI,education - elementary and secondary instructional,14801,1.85,80235882,1.74,2501,3.9,3034912,2.82,141139,3.81,15666,1.94,17302,1.68,83270794,1.68,2009
RI,education - elementary and secondary other,3846,2.27,12328046,2.51,1400,3.14,1145038,3.55,96751,4.82,4428,2.25,5246,1.86,13473084,2.31,2009
RI,education - higher education total,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2009
RI,education - higher education instructional,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2009
RI,education - higher education other,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2009
RI,education - other,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2009
RI,libraries,279,3.5,1001659,2.58,400,1.94,326323,1.72,25866,1.89,433,2.66,679,1.84,1327982,1.99,2009
RI,liquor stores,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2009
RI,other and unallocable,399,1.31,1438528,1.11,326,1.94,225862,3.01,25626,2.36,499,2.54,725,1.13,1664390,1.05,2009
SC,total,157646,0.43,565178047,0.34,28859,0.47,32505321,1.02,2032005,0.97,169918,0.45,186505,0.37,597683368,0.33,2009
SC,financial administration,3254,1.46,10119644,1.36,220,0.84,247168,0.95,18717,1.1,3361,1.36,3474,1.37,10366812,1.33,2009
SC,other government administration,2691,0.71,9423860,0.62,1700,1.35,776360,1.09,46777,1.02,2958,0.81,4391,0.68,10200220,0.58,2009
SC,judicial and legal,3451,1.01,10858244,0.96,708,0.73,979567,0.61,55212,0.85,3766,1.27,4159,0.85,11837811,0.88,2009
SC,police protection total,11848,1.02,35860462,1.02,829,0.66,800036,0.63,64850,0.72,12219,1.01,12677,0.95,36660498,1,2009
SC,police protection - officers,9908,0.95,30290236,0.99,172,0.7,235408,0.7,15917,0.8,9998,0.94,10080,0.93,30525644,0.98,2009
SC,police protection - other,1940,1.39,5570226,1.2,657,0.64,564628,0.6,48933,0.69,2221,1.31,2597,1.05,6134854,1.09,2009
SC,fire protection total,4155,1.76,15800462,1.51,399,2.01,193357,1.71,15434,1.56,4244,1.79,4554,1.61,15993819,1.49,2009
SC,fire protection - firefighters,3866,1.64,14931683,1.4,390,2.04,173838,1.86,14524,1.6,3950,1.66,4256,1.51,15105521,1.39,2009
SC,fire protection - other,289,3.28,868779,3.29,9,0.78,19519,0.43,910,0.93,294,3.44,298,3.18,888298,3.21,2009
SC,corrections,3094,1.21,8114725,1.33,76,4.9,72986,3.73,7995,4.27,3140,1.26,3170,1.18,8187711,1.32,2009
SC,highways,2661,1.71,6899709,1.69,45,0.74,54247,0.57,5181,0.82,2691,1.71,2706,1.68,6953956,1.68,2009
SC,air transportation,482,15.25,1723850,14.24,46,0.35,44843,0.19,3945,0.18,504,14.58,528,13.93,1768693,13.88,2009
SC,water transport and terminals,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2009
SC,public welfare,381,24.85,942866,20.64,65,4.9,77515,4.76,6799,4.76,419,23.8,446,21.24,1020381,19.08,2009
SC,health,1875,2.69,7353403,2.69,332,3.83,407685,2.56,26345,3.68,2048,2.73,2207,2.36,7761088,2.56,2009
SC,hospitals,20013,0.16,92140941,0.19,5834,0.48,10632979,0.09,423163,0.09,22427,0.13,25847,0.16,102773920,0.17,2009
SC,social insurance administration,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2009
SC,solid waste management,2025,1.96,5632417,1.58,970,1.72,693685,1.68,78858,1.79,2478,2.04,2995,1.44,6326102,1.42,2009
SC,sewerage,2077,1.84,7046726,1.9,29,0.87,42098,1.16,2541,0.86,2092,1.84,2106,1.81,7088824,1.89,2009
SC,parks and recreation,2400,1.42,7170982,1.67,1839,1.51,1293790,1.28,125348,1.48,3118,1.79,4239,1.04,8464772,1.43,2009
SC,housing and community development,951,3.59,3469670,2.75,121,1.2,138216,0.74,10787,1.11,1015,3.48,1072,3.19,3607886,2.65,2009
SC,natural resources,159,1.06,500967,0.94,42,0.01,45604,0.01,3769,0.01,178,0.95,201,0.84,546571,0.87,2009
SC,water transport and terminals,2869,1.71,9510941,1.57,196,1.77,171539,1.47,7344,3.27,2909,1.67,3065,1.61,9682480,1.55,2009
SC,electric power,235,0.58,1093463,3.22,6,0.01,13748,0.01,852,0.01,240,0.56,241,0.56,1107211,3.18,2009
SC,gas supply,367,1.64,1402837,1.46,11,2.73,12722,2.51,1023,3.11,372,1.71,378,1.59,1415559,1.44,2009
SC,transit,244,7.58,682076,4.63,14,4.41,11864,5.64,1196,5.89,251,7.69,258,7.18,693940,4.55,2009
SC,education total,87682,0.93,315425553,0.77,14052,1.2,14635471,2.87,1022187,2.66,94162,1,101734,0.82,330061024,0.74,2009
SC,education - elementary and secondary total,87682,0.93,315425553,0.77,14052,1.2,14635471,2.87,1022187,2.66,94162,1,101734,0.82,330061024,0.74,2009
SC,education - elementary and secondary instructional,62141,0.98,254948766,0.65,8262,1.33,8269477,3.78,510615,3.09,65194,1.05,70403,0.88,263218243,0.64,2009
SC,education - elementary and secondary other,25541,0.82,60476787,1.27,5790,1.02,6365994,1.68,511572,2.22,28968,0.87,31331,0.7,66842781,1.16,2009
SC,education - higher education total,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2009
SC,education - higher education instructional,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2009
SC,education - higher education other,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2009
SC,education - other,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2009
SC,libraries,1345,1.55,4030803,1.87,982,2.23,809231,2.36,76889,2.45,1786,1.67,2327,1.3,4840034,1.61,2009
SC,liquor stores,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2009
SC,other and unallocable,3387,1.14,9973446,0.97,343,1.37,350610,1.12,26793,1.32,3540,1.27,3730,1.04,10324056,0.94,2009
SD,total,29059,0.81,90484741,0.88,12566,0.89,7575177,0.82,593064,0.86,32393,0.79,41625,0.63,98059918,0.82,2009
SD,financial administration,973,3.43,2924972,2.93,290,4.39,121858,2.56,10993,3.49,1030,3.16,1263,2.83,3046830,2.81,2009
SD,other government administration,442,1.5,1289436,0.98,1779,4.11,376570,4.64,25924,4,587,4.1,2221,3.3,1666006,1.29,2009
SD,judicial and legal,261,1.72,1053544,1.66,72,3.58,103829,5.57,4412,5.43,286,2.45,333,1.55,1157373,1.59,2009
SD,police protection total,1614,1.44,5830292,1.15,227,3.02,150136,3.2,11764,3.46,1678,1.49,1841,1.32,5980428,1.13,2009
SD,police protection - officers,1344,1.29,5092117,1.02,93,2.78,63309,3.68,4688,3.69,1371,1.3,1437,1.22,5155426,1.01,2009
SD,police protection - other,270,2.2,738175,2.03,134,3.19,86827,2.85,7076,3.31,307,2.3,404,1.81,825002,1.84,2009
SD,fire protection total,476,0.06,1809625,0.04,53,4.14,6143,2.69,624,1.57,479,0.17,529,0.42,1815768,0.04,2009
SD,fire protection - firefighters,464,0.06,1769690,0.04,23,9.54,3855,4.28,309,3.18,466,0.17,487,0.45,1773545,0.04,2009
SD,fire protection - other,12,0.01,39935,0.01,30,0.01,2288,0.01,315,0.01,13,0.01,42,0,42223,0,2009
SD,corrections,578,3.07,1753221,2.68,152,7.82,97389,7.01,7534,7.93,620,3.62,730,2.92,1850610,2.56,2009
SD,highways,1436,3.25,4288288,3,172,0.65,103727,1.07,9384,1.17,1489,3.21,1608,2.9,4392015,2.92,2009
SD,air transportation,62,0.56,166624,0.75,32,1.08,17369,0.04,1547,0.02,70,0.98,94,0.52,183993,0.68,2009
SD,water transport and terminals,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2009
SD,public welfare,191,0.45,495380,0.49,166,1.09,119265,1.3,8990,1.35,242,0.75,357,0.56,614645,0.47,2009
SD,health,213,1.41,748326,1.15,393,4.87,162696,4.18,14646,6.06,295,2.7,606,3.2,911022,1.21,2009
SD,hospitals,272,0.01,970879,0.01,171,0.01,209721,0.01,10665,0.01,332,0.01,443,0,1180600,0,2009
SD,social insurance administration,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2009
SD,solid waste management,239,0.7,678591,0.46,76,3.29,41280,4.09,4346,4.32,259,1.41,315,0.95,719871,0.5,2009
SD,sewerage,247,1.16,897841,0.99,131,4.78,27390,3.18,2340,3.43,259,1.21,378,1.82,925231,0.96,2009
SD,parks and recreation,361,0.18,1243898,0.13,921,0.48,302135,0.87,31810,1.1,540,0.61,1282,0.35,1546033,0.2,2009
SD,housing and community development,138,1.85,384604,1.77,83,1.58,61075,3.44,4832,3.3,169,2.2,221,1.3,445679,1.6,2009
SD,natural resources,213,2.72,583278,2.47,141,2.26,69521,4.11,5263,3.79,243,2.27,354,1.87,652799,2.25,2009
SD,water transport and terminals,373,1.45,1229638,1.29,126,4.88,36122,2.24,3687,2.63,393,1.02,499,1.64,1265760,1.26,2009
SD,electric power,158,0.71,706598,0.49,19,0.01,15299,0.01,963,0.01,163,0.69,177,0.63,721897,0.48,2009
SD,gas supply,14,0.01,68626,0.01,3,0.01,1260,0.01,87,0.01,14,0.01,17,0,69886,0,2009
SD,transit,24,0.01,63128,0.01,40,0.01,27701,0.01,2811,0.01,40,0.01,64,0,90829,0,2009
SD,education total,19601,1.52,60173694,1.56,6922,1.6,5273472,1.54,400837,1.67,21865,1.5,26523,1.2,65447166,1.44,2009
SD,education - elementary and secondary total,19025,1.57,58281112,1.61,6649,1.67,5043764,1.61,389466,1.72,21224,1.55,25674,1.24,63324876,1.49,2009
SD,education - elementary and secondary instructional,14130,1.47,47761580,1.59,3808,1.42,2722840,1.44,209644,1.55,15314,1.45,17938,1.2,50484420,1.51,2009
SD,education - elementary and secondary other,4895,1.87,10519532,1.72,2841,2,2320924,1.8,179822,1.91,5910,1.8,7736,1.39,12840456,1.45,2009
SD,education - higher education total,576,0.01,1892582,0.01,273,0.01,229708,0.01,11371,0.01,641,0.01,849,0,2122290,0,2009
SD,education - higher education instructional,262,0.01,1200804,0.01,106,0.01,134003,0.01,5470,0.01,293,0.01,368,0,1334807,0,2009
SD,education - higher education other,314,0.01,691778,0.01,167,0.01,95705,0.01,5901,0.01,348,0.01,481,0,787483,0,2009
SD,education - other,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2009
SD,libraries,226,0.36,687145,0.2,273,1.83,136635,3.63,15305,2.8,312,1.15,499,1.01,823780,0.63,2009
SD,liquor stores,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2009
SD,other and unallocable,947,0.7,2437113,0.78,324,4.5,114584,5.55,14300,4.94,1028,1.16,1271,1.26,2551697,0.78,2009
TN,total,227829,0.63,765671161,0.55,38792,1.03,33438483,0.75,2583289,0.9,242914,0.62,266621,0.56,799109644,0.52,2009
TN,financial administration,4176,1.28,15014954,1.18,376,1.68,369919,1.38,30037,1.42,4346,1.21,4552,1.18,15384873,1.16,2009
TN,other government administration,3532,2.67,11824710,2.21,1804,3.2,1040839,4.75,60933,3.52,3876,2.58,5336,2.07,12865549,2.07,2009
TN,judicial and legal,4320,0.94,15788408,0.75,455,2.08,482144,1.73,29399,2.55,4498,1.11,4775,0.87,16270552,0.73,2009
TN,police protection total,16813,1.63,61206637,1.62,1481,2,1315519,1.1,102322,1.21,17393,1.59,18294,1.5,62522156,1.59,2009
TN,police protection - officers,12779,1.56,49503369,1.71,197,0.69,194642,0.86,13587,0.91,12857,1.56,12976,1.54,49698011,1.7,2009
TN,police protection - other,4034,1.84,11703268,1.26,1284,2.2,1120877,1.14,88735,1.25,4536,1.68,5318,1.49,12824145,1.16,2009
TN,fire protection total,7943,3.03,33907234,2.77,302,7.89,252455,9.44,19613,8.5,8055,3.45,8245,2.94,34159689,2.75,2009
TN,fire protection - firefighters,7414,2.63,32198944,2.58,245,4.75,124902,4.35,10539,4.19,7474,2.71,7659,2.55,32323846,2.57,2009
TN,fire protection - other,529,8.67,1708290,6.34,57,21.36,127553,14.42,9074,13.5,581,12.99,586,8.1,1835843,5.99,2009
TN,corrections,6131,1.08,17458450,0.89,208,4.83,247604,3.36,21241,4.05,6250,1.11,6339,1.06,17706054,0.88,2009
TN,highways,6656,1.84,18058806,2.02,216,3.85,167039,1.63,14267,1.71,6737,1.81,6872,1.78,18225845,2,2009
TN,air transportation,814,1.98,3748273,1.64,93,0.66,131093,0.46,11816,0.57,881,1.81,907,1.78,3879366,1.59,2009
TN,water transport and terminals,6,0.01,31264,0.01,1,0.01,1468,0.01,41,0.01,6,0.01,7,0,32732,0,2009
TN,public welfare,2234,3.02,6292818,2.5,320,1.97,325250,1.19,26365,1.3,2383,3.66,2554,2.66,6618068,2.38,2009
TN,health,3665,2.29,11379479,1.6,954,3.28,1121895,3.27,84222,3.55,4141,2.32,4619,1.94,12501374,1.49,2009
TN,hospitals,19259,1.44,73507200,1.15,3492,2.18,6492855,1.95,346436,2.1,21283,1.49,22751,1.26,80000055,1.07,2009
TN,social insurance administration,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2009
TN,solid waste management,2822,2.26,7342585,2.42,952,3.02,843365,2.79,82186,3.05,3292,2.26,3774,1.85,8185950,2.19,2009
TN,sewerage,2320,3.1,8337310,2.91,65,0.68,102133,0.53,8240,0.58,2366,3.07,2385,3.02,8439443,2.87,2009
TN,parks and recreation,2447,2.88,7453765,3.04,2041,5.19,1426167,4.68,156840,4.27,3329,3.13,4488,2.84,8879932,2.66,2009
