state,government_function,full_time_equivalent_employees,total_march_pay,full_time_employees,part_time_employees,full_time_pay,part_time_pay,part_time_hours,year
SD,electric power,134,370974,128,24,358182,12792,1028,1997
SD,gas supply,12,44581,12,0,44581,0,0,1997
SD,transit,0,0,0,0,0,0,0,1997
SD,education - elementary and secondary instructional,12484,28099764,11660,2464,26734280,1365484,142977,1997
SD,education - elementary and secondary other,4558,7154473,3419,3694,5539423,1615050,199985,1997
SD,education - higher education instructional,140,437010,137,4,431208,5802,483,1997
SD,education - higher education other,84,181194,56,108,123211,57983,4714,1997
SD,libraries,268,476705,181,279,368954,107751,16134,1997
SD,other and unallocable,776,1489126,579,1128,1227957,261169,36985,1997
TN,total,194274,424204373,182268,33753,406117491,18086882,2063284,1997
TN,financial administration,3535,8161795,3388,334,7945471,216324,25765,1997
TN,other government administration,3211,7209774,3061,1329,6770375,439399,28341,1997
TN,judicial and legal,3375,8065877,3220,446,7706761,359116,28276,1997
TN,police protection - officers,10760,27779727,10659,303,27636265,143462,18231,1997
TN,police protection - other,2774,5692386,2509,689,5342160,350226,47764,1997
TN,fire protection - firefighters,5687,16269512,5605,1065,16158775,110737,15447,1997
TN,fire protection - other,321,898653,316,42,894574,4079,693,1997
TN,corrections,4610,9360260,4537,160,9271540,88720,12455,1997
TN,streets and highways,6815,11742506,6703,204,11606837,135669,19537,1997
TN,air transportation,721,2076729,676,77,2015326,61403,7765,1997
TN,water transport and terminals,11,28958,11,2,27429,1529,131,1997
TN,public welfare,3543,6066186,3292,500,5752297,313889,43706,1997
TN,health,3301,6990785,3183,249,6835852,154933,20882,1997
TN,hospitals,13198,28339163,11330,3006,24287237,4051926,325643,1997
TN,solid waste management,4221,7458802,3991,475,7212549,246253,40020,1997
TN,sewerage,1759,3528349,1747,43,3503297,25052,2539,1997
TN,parks and recreation,3918,5826574,3466,1194,5261055,565519,79257,1997
TN,housing and community development,2691,5825782,2576,188,5675962,149820,19236,1997
TN,natural resources,190,307468,157,113,265370,42098,6129,1997
TN,water transport and terminals,4060,9602699,3954,305,9441545,161154,18864,1997
TN,electric power,4816,15445446,4759,108,15365179,80267,9662,1997
TN,gas supply,1947,5459859,1929,39,5424924,34935,3441,1997
TN,transit,313,671813,244,119,547057,124756,12166,1997
TN,education - elementary and secondary instructional,73799,181824813,70855,9984,177579448,4245365,496512,1997
TN,education - elementary and secondary other,28505,36976692,24387,11590,31696168,5280524,696538,1997
TN,libraries,1335,2335753,1142,437,2081784,253969,34530,1997
TN,other and unallocable,4858,10258012,4571,752,9812254,445758,49754,1997
TX,total,850380,1936972352,790520,156712,1841701706,95270646,10432150,1997
TX,financial administration,11962,27419886,11664,659,26942004,477882,53861,1997
TX,other government administration,10409,25068725,9825,2220,24042990,1025735,110550,1997
TX,judicial and legal,15992,39121761,15208,1783,37600300,1521461,140549,1997
TX,police protection - officers,39954,117797106,39774,532,117503800,293306,31857,1997
TX,police protection - other,12764,24590084,11815,2828,23386818,1203266,166744,1997
TX,fire protection - firefighters,17228,56528427,17064,1095,56312081,216346,28964,1997
TX,fire protection - other,1452,3646709,1392,151,3528263,118446,11927,1997
TX,corrections,20563,44725450,20009,1070,43926368,799082,98148,1997
TX,streets and highways,17931,35481558,17290,1013,34565043,916515,113239,1997
TX,air transportation,4255,9834165,4153,153,9727623,106542,18628,1997
TX,water transport and terminals,863,2701629,843,54,2668756,32873,3253,1997
TX,public welfare,3609,6714295,3299,665,6318091,396204,55288,1997
TX,health,18094,37612742,16760,2472,35364114,2248628,236237,1997
TX,hospitals,44066,102523032,40538,6331,95281467,7241565,623508,1997
TX,solid waste management,6182,11803177,6026,291,11601140,202037,27345,1997
TX,sewerage,10306,22936680,10204,253,22789358,147322,18769,1997
TX,parks and recreation,13087,23686490,10928,4758,21050357,2636133,382070,1997
TX,housing and community development,6015,11561163,5538,1047,10797466,763697,84175,1997
TX,natural resources,3960,8462951,3761,594,8196378,266573,36361,1997
TX,water transport and terminals,13167,28976075,12912,689,28579752,396323,45901,1997
TX,electric power,7568,24665118,7521,97,24574580,90538,8566,1997
TX,gas supply,1332,3719033,1331,2,3717705,1328,146,1997
TX,transit,10006,31635448,9535,790,30777911,857537,83301,1997
TX,education - elementary and secondary instructional,361184,894311160,347638,42066,868968332,25342828,2325924,1997
TX,education - elementary and secondary other,147863,222893339,125850,50639,194479357,28413982,3805738,1997
TX,education - higher education instructional,13243,42399064,8326,16295,30366701,12032363,862562,1997
TX,education - higher education other,17240,34448836,13018,14058,29213562,5235274,741203,1997
TX,libraries,5264,9757522,4386,1864,8667214,1090308,154124,1997
TX,other and unallocable,14821,31950727,13912,2243,30754175,1196552,163212,1997
UT,total,63884,152745924,52864,32917,136472862,16273062,1906672,1997
UT,financial administration,1339,3438700,1232,275,3248145,190555,19241,1997
UT,other government administration,1687,4470489,1549,961,4137559,332930,26220,1997
UT,judicial and legal,794,2456040,701,288,2212973,243067,17810,1997
UT,police protection - officers,2836,8602780,2788,168,8522709,80071,8778,1997
UT,police protection - other,1259,2607520,920,915,2200619,406901,60418,1997
UT,fire protection - firefighters,1352,4062162,1100,1216,3702481,359681,45494,1997
UT,fire protection - other,167,392017,152,75,372432,19585,2585,1997
UT,corrections,750,1913408,736,41,1892387,21021,2469,1997
UT,streets and highways,1549,3896313,1473,190,3776969,119344,14209,1997
UT,air transportation,473,1089319,456,32,1064587,24732,2698,1997
UT,water transport and terminals,0,0,0,0,0,0,0,1997
UT,public welfare,388,780847,264,289,597914,182933,22133,1997
UT,health,1177,3078409,950,618,2636279,442130,40588,1997
UT,hospitals,775,1528398,593,415,1240607,287791,32337,1997
UT,solid waste management,409,963053,379,80,914288,48765,5757,1997
UT,sewerage,747,1978189,701,129,1893021,85168,8414,1997
UT,parks and recreation,1793,3326313,892,2873,2262653,1063660,159327,1997
UT,housing and community development,526,1351394,487,75,1300108,51286,6643,1997
UT,natural resources,386,1161393,364,112,1124082,37311,3852,1997
UT,water transport and terminals,1133,2955825,1093,192,2875479,80346,8291,1997
UT,electric power,495,1585619,476,39,1558306,27313,3035,1997
UT,gas supply,4,8250,3,4,6750,1500,230,1997
UT,transit,1226,3101486,1181,94,3022243,79243,7937,1997
UT,education - elementary and secondary instructional,29186,73250490,24994,11382,67101418,6149072,705712,1997
UT,education - elementary and secondary other,11034,19496702,7600,10568,14456922,5039780,591835,1997
UT,education - higher education instructional,0,0,0,0,0,0,0,1997
UT,education - higher education other,0,0,0,0,0,0,0,1997
UT,libraries,643,1292509,371,667,889399,403110,48303,1997
UT,other and unallocable,1756,3958299,1409,1219,3462532,495767,62356,1997
VT,total,17841,40975423,14944,8407,36274996,4700427,503849,1997
VT,financial administration,412,906339,302,511,695940,210399,21405,1997
VT,other government administration,420,981327,328,518,789798,191529,17612,1997
VT,judicial and legal,47,100104,38,20,81827,18277,1683,1997
VT,police protection - officers,581,1657464,520,150,1568914,88550,10523,1997
VT,police protection - other,183,381639,152,93,335663,45976,5677,1997
VT,fire protection - firefighters,281,774888,226,469,707387,67501,10430,1997
VT,fire protection - other,12,27377,7,29,18801,8576,1171,1997
VT,corrections,0,0,0,0,0,0,0,1997
VT,streets and highways,897,2295254,862,103,2230698,64556,6988,1997
VT,air transportation,20,62356,19,5,61209,1147,199,1997
VT,water transport and terminals,0,0,0,0,0,0,0,1997
VT,public welfare,0,0,0,0,0,0,0,1997
VT,health,23,47459,19,24,40016,7443,800,1997
VT,hospitals,0,0,0,0,0,0,0,1997
VT,solid waste management,127,280143,94,130,226476,53667,6791,1997
VT,sewerage,160,413829,148,30,392525,21304,2239,1997
VT,parks and recreation,184,355529,107,256,263832,91697,13649,1997
VT,housing and community development,94,208389,84,20,192004,16385,1669,1997
VT,natural resources,8,14540,2,15,3729,10811,1131,1997
VT,water transport and terminals,180,460155,168,81,436365,23790,2465,1997
VT,electric power,218,684928,213,9,679148,5780,670,1997
VT,gas supply,0,0,0,0,0,0,0,1997
VT,transit,117,234462,109,15,224187,10275,1242,1997
VT,education - elementary and secondary instructional,10706,25622537,9212,3690,23116199,2506338,250903,1997
VT,education - elementary and secondary other,2876,4892090,2138,1869,3788188,1103902,127973,1997
VT,education - higher education instructional,0,0,0,0,0,0,0,1997
VT,education - higher education other,0,0,0,0,0,0,0,1997
VT,libraries,111,199706,48,151,105973,93733,11457,1997
VT,other and unallocable,184,374908,148,219,316117,58791,7172,1997
VA,total,253219,630349211,224048,65267,587352604,42996607,4896239,1997
VA,financial administration,6029,16100956,5691,642,15456401,644555,59247,1997
VA,other government administration,4841,14578308,4557,1430,13787534,790774,51559,1997
VA,judicial and legal,3385,10321889,3210,338,9987121,334768,31225,1997
VA,police protection - officers,11757,36772857,11647,253,36620633,152224,18771,1997
VA,police protection - other,3212,6772749,2830,748,6238000,534749,66617,1997
VA,fire protection - firefighters,6508,20621152,6485,152,20575779,45373,4075,1997
VA,fire protection - other,587,1723550,538,85,1649670,73880,8727,1997
VA,corrections,6541,15823988,6176,610,15220234,603754,62557,1997
VA,streets and highways,4069,9354555,3928,206,9158827,195728,24675,1997
VA,air transportation,1463,5139699,1388,165,5002988,136711,13367,1997
VA,water transport and terminals,3,7487,3,3,6649,838,120,1997
VA,public welfare,7020,17043928,6623,685,16367749,676179,68485,1997
VA,health,5287,14314149,4284,1683,12367931,1946218,175307,1997
VA,hospitals,2760,6964192,2261,979,5790407,1173785,86703,1997
VA,solid waste management,3846,8265558,3540,510,7898650,366908,53476,1997
VA,sewerage,4012,10330468,3872,230,10052235,278233,24321,1997
VA,parks and recreation,6142,12455212,4350,5216,9949053,2506159,310943,1997
VA,housing and community development,1967,5118300,1902,114,5023385,94915,10595,1997
VA,natural resources,373,767206,279,181,624671,142535,16869,1997
VA,water transport and terminals,3747,9353748,3667,182,9226853,126895,13906,1997
VA,electric power,287,797236,284,5,791590,5646,495,1997
VA,gas supply,340,675463,336,5,667414,8049,701,1997
VA,transit,1362,2121960,908,759,1517186,604774,80077,1997
VA,education - elementary and secondary instructional,109486,298291467,103137,17940,287589969,10701498,1047721,1997
VA,education - elementary and secondary other,44592,74615971,30717,27533,56820207,17795764,2287466,1997
VA,education - higher education instructional,677,2900196,660,35,2853840,46356,3033,1997
VA,education - higher education other,666,859757,651,33,843995,15762,2640,1997
VA,libraries,3425,6982689,2100,2670,5182134,1800555,229969,1997
VA,other and unallocable,8835,21274521,8024,1875,20081499,1193022,142592,1997
WA,total,185152,589156797,149491,71012,510014073,79142724,6277055,1997
WA,financial administration,4906,14669880,4735,383,14255354,414526,29997,1997
WA,other government administration,4459,14910742,4137,1592,13965077,945665,57898,1997
WA,judicial and legal,5222,17204076,4939,744,16380493,823583,49215,1997
WA,police protection - officers,7785,32635487,7731,177,32522774,112713,9782,1997
WA,police protection - other,2870,8309166,2739,318,8022770,286396,23498,1997
WA,fire protection - firefighters,6104,24801229,5653,4203,24132490,668739,83059,1997
WA,fire protection - other,561,1848291,519,256,1754514,93777,8504,1997
WA,corrections,3789,12216889,3666,357,11913491,303398,21290,1997
WA,streets and highways,6710,21706298,6530,335,21186664,519634,30934,1997
WA,air transportation,1147,4350335,1084,94,4234475,115860,11007,1997
WA,water transport and terminals,1278,4257677,1224,148,4135015,122662,9815,1997
WA,public welfare,961,3063655,848,191,2801889,261766,19623,1997
WA,health,3868,11022237,3022,1396,8473144,2549093,135427,1997
WA,hospitals,9984,29715305,6626,5759,19678967,10036338,591091,1997
WA,solid waste management,1584,4841300,1423,279,4402909,438391,27544,1997
WA,sewerage,2700,8952583,2611,215,8721911,230672,15750,1997
WA,parks and recreation,4184,11014068,3029,3486,9081002,1933066,205070,1997
WA,housing and community development,1988,5637690,1800,424,5293106,344584,33029,1997
WA,natural resources,964,2968727,894,268,2788008,180719,12292,1997
WA,water transport and terminals,2995,10077882,2870,413,9780608,297274,24242,1997
WA,electric power,7257,31445927,7023,360,30874090,571837,41261,1997
WA,gas supply,35,112688,35,0,112688,0,0,1997
WA,transit,6346,20239387,5279,1961,17010479,3228908,172639,1997
WA,education - elementary and secondary instructional,57634,203582621,54225,5799,192996973,10585648,604155,1997
WA,education - elementary and secondary other,30747,64518879,9707,37107,24390439,40128440,3723968,1997
WA,libraries,3090,7658567,1790,2659,5325519,2333048,227577,1997
WA,other and unallocable,5984,17395211,5352,2088,15779224,1615987,108388,1997
WV,total,59926,133161565,55671,10425,126355380,6806185,751980,1997
WV,financial administration,1498,2574024,1443,169,2482219,91805,10576,1997
WV,other government administration,1042,1941920,969,914,1750124,191796,15887,1997
WV,judicial and legal,733,1512575,703,162,1431968,80607,6870,1997
WV,police protection - officers,2161,4709834,2132,82,4669447,40387,5232,1997
WV,police protection - other,404,538726,334,188,466395,72331,12620,1997
WV,fire protection - firefighters,853,2002216,841,87,1989573,12643,2336,1997
WV,fire protection - other,36,67283,34,6,64793,2490,231,1997
WV,corrections,438,701253,422,63,678487,22766,3086,1997
WV,streets and highways,925,1611367,876,99,1540474,70893,9119,1997
WV,air transportation,161,253138,150,23,240970,12168,2011,1997
WV,water transport and terminals,0,0,0,0,0,0,0,1997
WV,public welfare,0,0,0,0,0,0,0,1997
WV,health,1350,2766912,1226,371,2526416,240496,21111,1997
WV,hospitals,3470,7558085,2741,847,6131067,1427018,127449,1997
WV,solid waste management,670,1006788,611,129,930737,76051,11519,1997
WV,sewerage,900,1695567,859,156,1629144,66423,8143,1997
WV,parks and recreation,809,1114233,489,849,807483,306750,56357,1997
WV,housing and community development,575,1144933,515,130,1050726,94207,10402,1997
WV,natural resources,96,161446,88,18,152627,8819,1362,1997
WV,water transport and terminals,1222,2235914,1129,367,2099900,136014,17686,1997
WV,electric power,10,23338,10,0,23338,0,0,1997
WV,gas supply,0,0,0,0,0,0,0,1997
WV,transit,406,868564,389,58,844601,23963,2984,1997
WV,education - elementary and secondary instructional,27806,73776789,26485,2536,71513169,2263620,228175,1997
WV,education - elementary and secondary other,12852,22624889,11900,2631,21274812,1350077,166404,1997
WV,education - higher education instructional,0,0,0,0,0,0,0,1997
WV,education - higher education other,0,0,0,0,0,0,0,1997
WV,libraries,313,478255,251,145,411341,66914,10517,1997
WV,other and unallocable,1196,1793516,1074,395,1645569,147947,21903,1997
WI,total,201633,569193019,171903,82251,514039999,55153020,5282298,1997
WI,financial administration,2830,8116523,2533,1898,7232699,883824,75140,1997
WI,other government administration,4791,12305548,3601,8866,9572048,2733500,226039,1997
WI,judicial and legal,3301,8642078,3005,976,7948464,693614,53473,1997
WI,police protection - officers,10587,36622954,10272,1066,36083611,539343,57641,1997
WI,police protection - other,2996,6659140,2477,1802,5786100,873040,94804,1997
WI,fire protection - firefighters,4016,14589207,3612,4203,14036255,552952,72688,1997
WI,fire protection - other,311,915308,282,197,873305,42003,5718,1997
WI,corrections,2805,7683629,2639,316,7336846,346783,29545,1997
WI,streets and highways,9027,25318918,8690,1260,24761852,557066,68363,1997
WI,air transportation,355,1017521,338,45,984433,33088,3304,1997
WI,water transport and terminals,31,106956,31,4,106495,461,53,1997
WI,public welfare,12819,29458082,10516,3955,25413529,4044553,405451,1997
WI,health,5840,14549358,4560,2416,11707085,2842273,224632,1997
WI,hospitals,2988,6883794,2683,466,6316294,567500,53937,1997
WI,solid waste management,1716,4610109,1471,971,4250599,359510,52543,1997
WI,sewerage,2312,7259638,2215,719,7038860,220778,21949,1997
WI,parks and recreation,2760,6871826,1985,2585,5762417,1109409,137019,1997
WI,housing and community development,1147,2969536,1021,378,2760538,208998,21867,1997
WI,natural resources,978,2289218,869,287,2136314,152904,19296,1997
WI,water transport and terminals,1839,5540736,1801,159,5465219,75517,8246,1997
WI,electric power,354,1126693,348,21,1112898,13795,1400,1997
WI,gas supply,0,0,0,0,0,0,0,1997
WI,transit,2211,6973358,2091,209,6678757,294601,21501,1997
WI,education - elementary and secondary instructional,82720,257184107,73114,17701,238691212,18492895,1676356,1997
WI,education - elementary and secondary other,25207,51082513,18397,16660,40287404,10795109,1189630,1997
WI,education - higher education instructional,4433,16834112,3324,3906,13274713,3559399,188584,1997
WI,education - higher education other,4615,13256510,3590,2845,11429047,1827463,174180,1997
WI,libraries,2516,5263383,1547,2308,3889108,1374275,170466,1997
WI,other and unallocable,6128,15062264,4891,6032,13103897,1958367,228473,1997
WY,total,27423,62586264,22936,12538,55199634,7386630,784400,1997
WY,financial administration,603,1183712,583,60,1148877,34835,3967,1997
WY,other government administration,464,983467,431,383,867385,116082,7852,1997
WY,judicial and legal,320,792037,300,108,709108,82929,4367,1997
WY,police protection - officers,975,2572665,966,17,2558820,13845,1359,1997
WY,police protection - other,445,822730,401,120,747989,74741,8401,1997
WY,fire protection - firefighters,323,958754,305,277,929696,29058,3739,1997
WY,fire protection - other,20,32916,14,14,26229,6687,1035,1997
WY,corrections,294,563299,288,13,550861,12438,1090,1997
WY,streets and highways,700,1595793,679,46,1564900,30893,3750,1997
WY,air transportation,112,250090,97,24,230532,19558,2414,1997
WY,water transport and terminals,0,0,0,0,0,0,0,1997
WY,public welfare,40,71058,28,17,58871,12187,2122,1997
WY,health,221,429497,171,180,348032,81465,8757,1997
WY,hospitals,4103,10171502,3438,1437,8726975,1444527,116382,1997
WY,solid waste management,278,562752,262,70,529953,32799,3614,1997
WY,sewerage,159,380468,153,25,366530,13938,1424,1997
WY,parks and recreation,464,881724,316,639,675967,205757,26535,1997
WY,housing and community development,60,102708,44,30,84831,17877,2937,1997
WY,natural resources,224,391700,197,86,351501,40199,5260,1997
WY,water transport and terminals,281,634797,261,76,604147,30650,3548,1997
WY,electric power,41,124388,41,0,124388,0,0,1997
WY,gas supply,0,0,0,0,0,0,0,1997
WY,transit,51,70188,19,43,20366,49822,5517,1997
WY,education - elementary and secondary instructional,10142,25791787,8762,3581,23653491,2138296,236349,1997
WY,education - elementary and secondary other,4544,7727570,3179,3269,5805928,1921642,235322,1997
WY,education - higher education instructional,723,2010482,547,451,1563036,447446,31262,1997
WY,education - higher education other,1021,1966856,791,1139,1654723,312133,40669,1997
WY,libraries,227,375024,151,177,270256,104768,12863,1997
WY,other and unallocable,588,1138300,512,256,1026242,112058,13865,1997
