state,government_function,full_time_employees,full_time_employees_coefficient_of_variation_as_percent,full_time_pay,full_time_pay_coefficient_of_variation_as_percent,part_time_employees,part_time_employees_coefficient_of_variation_as_percent,part_time_pay,part_time_pay_coefficient_of_variation_as_percent,part_time_hours,part_time_hours_coefficient_of_variation_as_percent,full_time_equivalent_employees,full_time_equivalent_employees_coefficient_of_variation_as_percent,total_employees,total_employees_coefficient_of_variation_as_percent,total_march_pay,total_march_pay_coefficient_of_variation_as_percent,year
OR,judicial and legal,1563,3.25,7232791,2.31,277,2.46,551396,1.29,20801,1.99,1681,3.43,1840,2.78,7784187,2.14,2010
OR,police protection total,7559,1.82,41989071,1.63,442,1.04,833063,0.74,37641,0.98,7769,1.77,8001,1.72,42822134,1.6,2010
OR,police protection - officers,5233,2.08,31175161,1.85,159,1.3,217981,0.98,9520,1.6,5284,2.04,5392,2.02,31393142,1.84,2010
OR,police protection - other,2326,1.22,10813910,0.98,283,0.89,615082,0.65,28121,0.77,2485,1.19,2609,1.1,11428992,0.93,2010
OR,fire protection total,3472,1.7,23742957,1.41,1283,2.84,493174,2.02,26681,2.37,3624,1.85,4755,1.46,24236131,1.39,2010
OR,fire protection - firefighters,2994,1.6,21215742,1.34,1121,3.16,338808,2.69,20126,2.86,3109,1.74,4115,1.45,21554550,1.32,2010
OR,fire protection - other,478,2.33,2527215,2.03,162,0.56,154366,0.53,6555,0.87,515,2.49,640,1.75,2681581,1.92,2010
OR,corrections,3469,1.97,16099557,1.49,476,5.41,575310,3.48,29790,4.28,3638,2.12,3945,1.85,16674867,1.44,2010
OR,highways,3275,1.66,15008113,1.39,140,0.95,306009,0.52,14185,0.6,3355,1.64,3415,1.59,15314122,1.36,2010
OR,air transportation,413,1.42,2229299,1.29,43,0.95,74530,0.61,4778,0.63,442,1.25,456,1.29,2303829,1.25,2010
OR,water transport and terminals,147,0.01,759271,0.01,37,0.01,40631,0.01,2749,0.01,163,0.01,184,0,799902,0,2010
OR,public welfare,933,3.59,3472554,2.3,243,5.2,278471,4.67,21125,4.93,1057,5.3,1176,3.05,3751025,2.16,2010
OR,health,3706,2.66,14945010,2.19,1127,1.82,2496133,1.61,102361,1.68,4289,2.27,4833,2.09,17441143,1.89,2010
OR,hospitals,1928,0.01,9097081,0.01,695,0.01,1696261,0.01,67943,0.01,2324,0.01,2623,0,10793342,0,2010
OR,social insurance administration,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
OR,solid waste management,391,0.28,1825979,0.2,82,0.37,208119,0.39,10967,0.29,453,0.17,473,0.24,2034098,0.18,2010
OR,sewerage,1916,1.14,9422708,0.94,79,0.16,193832,0.08,7766,0.13,1960,1.12,1995,1.09,9616540,0.92,2010
OR,parks and recreation,1860,1.05,8866874,0.78,4955,1.23,3359636,1.18,254323,1.45,3295,1.32,6815,0.94,12226510,0.65,2010
OR,housing and community development,1215,3.33,4440209,4.21,153,4.42,246190,3.59,11199,4.65,1278,3.49,1368,3,4686399,3.99,2010
OR,natural resources,523,1.87,1594624,1.92,103,0.63,91277,0.66,8133,0.74,568,1.68,626,1.56,1685901,1.82,2010
OR,water transport and terminals,2244,0.46,10047936,0.5,289,0.48,303862,0.37,17303,0.55,2340,0.46,2533,0.41,10351798,0.48,2010
OR,electric power,640,2.02,4176667,2.08,45,6.37,64319,7.6,2165,5.37,652,2.18,685,1.93,4240986,2.05,2010
OR,gas supply,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
OR,transit,2817,0.46,14210328,0.26,430,1.15,1040823,0.42,47289,0.75,3087,0.5,3247,0.43,15251151,0.25,2010
OR,education total,62327,2.66,242903611,2.69,40007,2.65,52554608,3.19,2801226,2.78,78522,2.61,102334,1.92,295458219,2.28,2010
OR,education - elementary and secondary total,56580,2.46,214507685,2.29,30415,2.1,40870311,1.87,2307609,2.31,69982,2.38,86995,1.76,255377996,1.95,2010
OR,education - elementary and secondary instructional,40273,2.43,168439267,2.31,17352,2.26,25124506,2,1338686,2.42,48092,2.38,57625,1.83,193563773,2.02,2010
OR,education - elementary and secondary other,16307,2.51,46068418,2.24,13063,1.89,15745805,1.66,968923,2.17,21890,2.36,29370,1.63,61814223,1.72,2010
OR,education - higher education total,5747,4.68,28395926,5.71,9592,4.41,11684297,7.83,493617,4.97,8540,4.47,15339,3.27,40080223,4.65,2010
OR,education - higher education instructional,1935,4.8,12448280,5.77,5011,6.88,7937309,9.21,211678,6.24,3133,5.13,6946,5.14,20385589,5.03,2010
OR,education - higher education other,3812,4.61,15947646,5.66,4581,1.7,3746988,4.9,281939,4.02,5407,4.09,8393,2.29,19694634,4.68,2010
OR,education - other,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
OR,libraries,901,1.7,3596156,1.46,1204,1.39,1703399,0.74,97771,0.74,1454,1.33,2105,1.08,5299555,1.02,2010
OR,liquor stores,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
OR,other and unallocable,3594,1.66,18872402,1.49,1113,0.3,1652464,0.61,93643,0.71,4143,1.43,4707,1.27,20524866,1.37,2010
PA,total,386581,0.34,1658354831,0.36,119069,0.36,108745300,0.39,6563207,0.45,429002,0.33,505650,0.27,1767100131,0.34,2010
PA,financial administration,6849,0.52,24971141,0.43,4655,0.51,2842294,0.35,179237,0.29,7894,0.53,11504,0.37,27813435,0.39,2010
PA,other government administration,8085,0.6,31755935,0.5,12009,0.67,3516493,0.5,233789,0.57,9453,0.59,20094,0.47,35272428,0.45,2010
PA,judicial and legal,13846,0.2,49454769,0.15,1606,0.83,1973566,0.81,102715,0.86,14458,0.41,15452,0.19,51428335,0.14,2010
PA,police protection total,23974,0.46,128590294,0.48,9233,0.92,8317083,0.7,613907,0.95,27515,0.55,33207,0.42,136907377,0.45,2010
PA,police protection - officers,20429,0.46,114712836,0.49,3964,0.86,4431422,0.51,335306,0.69,22373,0.5,24393,0.41,119144258,0.47,2010
PA,police protection - other,3545,0.47,13877458,0.38,5269,0.96,3885661,0.92,278601,1.27,5142,0.75,8814,0.6,17763119,0.36,2010
PA,fire protection total,5105,0.51,27419559,0.53,704,3.18,449664,2.78,36740,3.46,5312,0.49,5809,0.59,27869223,0.53,2010
PA,fire protection - firefighters,4723,0.5,25913719,0.51,621,2.99,361796,2.67,31760,3.49,4901,0.42,5344,0.56,26275515,0.51,2010
PA,fire protection - other,382,0.75,1505840,0.93,83,4.6,87868,3.21,4980,3.31,411,1.26,465,1.03,1593708,0.89,2010
PA,corrections,12832,0.26,49762379,0.19,664,0.56,1002140,0.42,70777,0.71,13246,0.3,13496,0.25,50764519,0.19,2010
PA,highways,10463,0.88,38050052,0.85,2743,0.28,1204913,0.23,118593,0.3,11143,0.88,13206,0.7,39254965,0.82,2010
PA,air transportation,1444,1.56,6504720,1.24,105,46.32,112109,47.7,9366,50.46,1497,3.29,1549,3.46,6616829,1.46,2010
PA,water transport and terminals,21,0.01,65137,0.01,21,0.01,9083,0.01,498,0.01,24,0.01,42,0,74220,0,2010
PA,public welfare,17001,0.56,58147636,0.51,2620,0.63,4125100,0.82,249922,0.83,18479,0.8,19621,0.49,62272736,0.48,2010
PA,health,5506,0.76,21760596,0.54,600,0.86,580637,0.95,32123,1.42,5696,1.12,6106,0.69,22341233,0.52,2010
PA,hospitals,585,0.01,2370993,0.01,313,0.01,446374,0.01,8550,0.01,635,0.01,898,0,2817367,0,2010
PA,social insurance administration,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
PA,solid waste management,2732,0.67,9856934,0.73,271,1.21,312581,0.9,21942,1.02,2859,0.79,3003,0.62,10169515,0.7,2010
PA,sewerage,4990,1.18,20678600,1.15,1440,0.47,907958,0.04,17296,0.2,5090,1.19,6430,0.92,21586558,1.1,2010
PA,parks and recreation,3157,4.27,12153879,4.02,1627,1.8,1345894,1.22,109420,1.33,3791,4.01,4784,2.88,13499773,3.62,2010
PA,housing and community development,4149,2.56,17064096,2.56,330,4.46,360891,5.43,32254,6.69,4341,2.51,4479,2.39,17424987,2.51,2010
PA,natural resources,310,0.79,1069624,0.64,18,1.94,19222,0.91,1155,1.21,317,1.49,328,0.75,1088846,0.62,2010
PA,water transport and terminals,4912,0.65,23087499,0.68,880,0.37,546462,0.54,36583,0.2,5123,0.66,5792,0.55,23633961,0.66,2010
PA,electric power,28,0.01,144229,0.01,6,0.01,4772,0.01,404,0.01,30,0.01,34,0,149001,0,2010
PA,gas supply,1548,0.01,7443858,0.01,25,0.01,40512,0.01,2270,0.01,1562,0.01,1573,0,7484370,0,2010
PA,transit,13156,1.12,63364815,0.78,620,14.38,646187,18.19,48971,20.7,13440,1.26,13776,1.25,64011002,0.79,2010
PA,education total,240394,0.67,1044517787,0.66,75344,0.76,77548547,0.74,4454807,0.85,270429,0.65,315738,0.54,1122066334,0.61,2010
PA,education - elementary and secondary total,237698,0.67,1030926169,0.67,71277,0.8,72202701,0.79,4209929,0.89,266323,0.66,308975,0.55,1103128870,0.62,2010
PA,education - elementary and secondary instructional,177554,0.68,854406802,0.67,34603,0.83,35318003,0.8,1628403,1.16,190887,0.68,212157,0.59,889724805,0.64,2010
PA,education - elementary and secondary other,60144,0.65,176519367,0.65,36674,0.77,36884698,0.78,2581526,0.73,75436,0.61,96818,0.5,213404065,0.56,2010
PA,education - higher education total,2696,0.01,13591618,0.01,4067,0.01,5345846,0.01,244878,0.01,4106,0.01,6763,0,18937464,0,2010
PA,education - higher education instructional,1209,0.01,7192579,0.01,2983,0.01,4298466,0.01,144238,0.01,2034,0.01,4192,0,11491045,0,2010
PA,education - higher education other,1487,0.01,6399039,0.01,1084,0.01,1047380,0.01,100640,0.01,2072,0.01,2571,0,7446419,0,2010
PA,education - other,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
PA,libraries,1238,0.65,4636954,0.65,1371,1.89,952987,1.47,50159,2.49,1638,0.88,2609,1.04,5589941,0.59,2010
PA,liquor stores,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
PA,other and unallocable,4256,0.58,15483345,0.49,1864,0.97,1479831,1.39,131729,1.8,5030,1.05,6120,0.5,16963176,0.47,2010
RI,total,28565,1.16,141477941,1.21,6119,1.72,6353587,1.41,392903,1.65,30903,1.16,34684,1,147831528,1.16,2010
RI,financial administration,634,1.3,2470817,1.4,88,1.13,72463,4.47,7915,1.52,681,1.29,722,1.15,2543280,1.36,2010
RI,other government administration,753,1.91,3005080,2.05,343,3.4,189827,3.35,11196,2.77,820,1.59,1096,1.69,3194907,1.94,2010
RI,judicial and legal,80,0.89,324449,0.83,66,0.96,65028,1.31,2039,1.26,92,2.28,146,0.65,389477,0.73,2010
RI,police protection total,3036,1.41,15806743,2.06,305,1.19,290867,1.82,20377,1.49,3155,1.42,3341,1.29,16097610,2.03,2010
RI,police protection - officers,2464,1.49,13632655,2.15,6,0.01,6227,0.01,231,0.01,2465,1.49,2470,1.49,13638882,2.15,2010
RI,police protection - other,572,1.06,2174088,1.52,299,1.21,284640,1.86,20146,1.5,690,1.18,871,0.81,2458728,1.36,2010
RI,fire protection total,2291,2.78,12080881,2.83,45,4.25,35993,3.77,2784,4.05,2309,2.8,2336,2.73,12116874,2.82,2010
RI,fire protection - firefighters,2202,2.76,11730959,2.77,33,5.13,26530,4.71,2061,5.24,2215,2.76,2235,2.72,11757489,2.76,2010
RI,fire protection - other,89,3.28,349922,4.7,12,1.83,9463,1.11,723,0.64,94,3.57,101,2.9,359385,4.57,2010
RI,corrections,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
RI,highways,957,1.96,3707228,2.06,29,4.74,31635,6.79,2013,6.91,969,1.99,986,1.91,3738863,2.05,2010
RI,air transportation,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
RI,water transport and terminals,1,0.01,4132,0.01,3,0.01,1852,0.01,117,0.01,1,0.01,4,0,5984,0,2010
RI,public welfare,70,3.35,281209,2.42,81,3.13,71674,2.63,5672,3.36,103,3.74,151,2.29,352883,2,2010
RI,health,69,0.84,269098,0.91,26,3.51,34925,1.71,1901,2.55,80,0.94,95,1.14,304023,0.83,2010
RI,hospitals,0,0.01,0,0.01,1,0.01,2083,0.01,44,0.01,0,0.01,1,0,2083,0,2010
RI,social insurance administration,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
RI,solid waste management,123,6.42,440149,5.91,2,0.01,1726,0.01,173,0.01,124,6.37,125,6.32,441875,5.88,2010
RI,sewerage,159,2.29,614501,3.06,4,0.01,6114,0.01,275,0.01,161,2.26,163,2.23,620615,3.03,2010
RI,parks and recreation,408,1.34,1557304,1.33,415,2.08,254269,3.89,20264,3.28,528,2.52,823,1.24,1811573,1.27,2010
RI,housing and community development,557,3.81,2195561,4.2,101,0.6,130337,0.43,8738,0.47,606,3.54,658,3.23,2325898,3.97,2010
RI,natural resources,1,0.01,3070,0.01,6,0.01,10154,0.01,401,0.01,4,0.01,7,0,13224,0,2010
RI,water transport and terminals,584,2.61,2899378,2.16,30,1.19,20023,0.99,1548,0.94,593,2.57,614,2.48,2919401,2.14,2010
RI,electric power,14,0.01,67678,0.01,1,0.01,538,0.01,41,0.01,14,0.01,15,0,68216,0,2010
RI,gas supply,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
RI,transit,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
RI,education total,18231,2.12,93558406,2.04,3764,3.58,4498792,2.61,254688,3.54,19754,2.13,21995,1.86,98057198,1.95,2010
RI,education - elementary and secondary total,18231,2.12,93558406,2.04,3764,3.58,4498792,2.61,254688,3.54,19754,2.13,21995,1.86,98057198,1.95,2010
RI,education - elementary and secondary instructional,14476,2.15,81120327,2,2356,4.09,3053294,2.57,146401,3.21,15347,2.21,16832,1.94,84173621,1.93,2010
RI,education - elementary and secondary other,3755,1.97,12438079,2.26,1408,2.72,1445498,2.7,108287,3.98,4407,1.87,5163,1.61,13883577,2.04,2010
RI,education - higher education total,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
RI,education - higher education instructional,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
RI,education - higher education other,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
RI,education - other,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
RI,libraries,274,3.11,978043,2.43,437,2.25,392357,3.4,29219,2.47,446,2.79,711,1.83,1370400,1.99,2010
RI,liquor stores,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
RI,other and unallocable,323,0.77,1214214,0.79,372,1.11,242930,1.62,23498,1.5,463,1.57,695,0.7,1457144,0.71,2010
SC,total,159415,0.46,567037014,0.4,29229,0.36,31812275,0.52,1942673,0.57,170501,0.46,188644,0.4,598849289,0.38,2010
SC,financial administration,3141,1.68,10324486,1.44,187,0.71,259159,0.73,18631,0.9,3254,1.55,3328,1.58,10583645,1.4,2010
SC,other government administration,2696,0.77,9699810,0.65,1140,0.96,918644,0.93,47739,1.41,2960,0.84,3836,0.61,10618454,0.6,2010
SC,judicial and legal,3375,0.88,10825387,0.81,810,0.59,1064010,0.61,53838,0.82,3699,1.11,4185,0.72,11889397,0.74,2010
SC,police protection total,11885,1.1,40119410,0.98,684,0.64,818613,0.45,62694,0.49,12234,1.09,12569,1.04,40938023,0.96,2010
SC,police protection - officers,9891,1,33934489,0.91,152,1.25,263406,0.67,17156,0.71,9988,1,10043,0.98,34197895,0.9,2010
SC,police protection - other,1994,1.6,6184921,1.37,532,0.46,555207,0.34,45538,0.4,2246,1.5,2526,1.27,6740128,1.26,2010
SC,fire protection total,4084,1.59,14749766,1.51,402,2.98,161577,2.64,13952,2.52,4165,1.63,4486,1.47,14911343,1.5,2010
SC,fire protection - firefighters,3856,1.57,13995490,1.47,373,2.82,131632,1.76,12150,1.93,3926,1.61,4229,1.46,14127122,1.46,2010
SC,fire protection - other,228,1.77,754276,2.19,29,4.99,29945,6.5,1802,6.44,239,1.94,257,1.67,784221,2.12,2010
SC,corrections,3310,1.12,9554708,1.05,87,6.26,85575,3.32,7285,4.98,3353,1.17,3397,1.11,9640283,1.05,2010
SC,highways,2541,1.19,6968981,1.12,43,2.39,43278,1.98,3488,2.43,2561,1.18,2584,1.17,7012259,1.12,2010
SC,air transportation,475,13,1680725,9.78,66,4.59,52525,2.14,4424,2.28,499,12.94,541,11.42,1733250,9.48,2010
SC,water transport and terminals,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
SC,public welfare,420,24.19,1034139,20.16,58,7.05,72371,6.72,7477,5.37,463,23.56,478,21.27,1106510,18.85,2010
SC,health,2186,2.92,7563906,3.03,405,4.38,498343,3.7,35925,4.69,2396,3.04,2591,2.55,8062249,2.85,2010
SC,hospitals,19463,0.09,88894983,0.13,5868,0.93,11675745,0.33,462079,0.2,22109,0.06,25331,0.23,100570728,0.12,2010
SC,social insurance administration,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
SC,solid waste management,2103,1.64,5569469,1.41,961,1.54,816795,1.35,89451,1.47,2593,1.65,3064,1.22,6386264,1.24,2010
SC,sewerage,2060,1.74,7082109,1.92,59,1.64,73184,2.08,4587,1.66,2080,1.75,2119,1.69,7155293,1.9,2010
SC,parks and recreation,2242,1.57,6651133,1.85,1629,1.93,1201425,1.65,121484,1.57,2939,1.84,3871,1.22,7852558,1.59,2010
SC,housing and community development,1104,3.14,3754063,2.86,139,1.35,119993,1.26,10589,1.52,1167,3.11,1243,2.79,3874056,2.77,2010
SC,natural resources,165,1.02,490579,1.03,5,4.65,2462,3.39,279,3.67,167,1.16,170,1,493041,1.03,2010
SC,water transport and terminals,2870,1.75,10114689,1.63,159,1.95,167348,1.77,9731,2.87,2924,1.65,3029,1.66,10282037,1.61,2010
SC,electric power,207,1.64,1029801,3.94,8,0.01,16384,0.01,1143,0.01,213,1.59,215,1.58,1046185,3.87,2010
SC,gas supply,352,0.01,1314099,0.01,11,0.01,16984,0.01,1201,0.01,359,0.01,363,0,1331083,0,2010
SC,transit,291,5.94,811418,3.86,42,2.31,40126,2.47,3804,2.87,313,5.91,333,5.2,851544,3.68,2010
SC,education total,89890,0.98,314960523,0.81,15168,0.68,12610159,1.65,892337,1.61,94978,0.99,105058,0.84,327570682,0.78,2010
SC,education - elementary and secondary total,89890,0.98,314960523,0.81,15168,0.68,12610159,1.65,892337,1.61,94978,0.99,105058,0.84,327570682,0.78,2010
SC,education - elementary and secondary instructional,64509,1.05,258228372,0.83,8433,0.68,6125456,2.29,392603,1.3,66673,1.06,72942,0.93,264353828,0.81,2010
SC,education - elementary and secondary other,25381,0.78,56732151,0.72,6735,0.68,6484703,1.04,499734,1.84,28305,0.82,32116,0.63,63216854,0.65,2010
SC,education - higher education total,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
SC,education - higher education instructional,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
SC,education - higher education other,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
SC,education - other,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
SC,libraries,1352,1.49,3901213,1.36,890,2.49,767787,2.28,69700,2.34,1755,1.56,2242,1.34,4669000,1.19,2010
SC,liquor stores,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
SC,other and unallocable,3203,0.9,9941617,0.89,408,1.1,329788,0.91,20835,1,3320,1.04,3611,0.81,10271405,0.87,2010
SD,total,27310,0.97,86003804,1.01,13796,0.88,8713935,1.1,671365,1.16,31280,0.96,41106,0.71,94717739,0.92,2010
SD,financial administration,1044,4.39,3175611,3.81,305,4.04,185836,2.6,14349,3.69,1136,3.97,1349,3.52,3361447,3.61,2010
SD,other government administration,502,1.84,1427658,1.29,1606,4.11,423434,5.04,25779,5.37,649,4.72,2108,3.16,1851092,1.52,2010
SD,judicial and legal,293,2.35,1175029,1.87,94,3.97,107480,8.79,5711,6.68,324,3.3,387,2.02,1282509,1.86,2010
SD,police protection total,1660,1.32,6019548,1.1,259,2.88,162822,3.03,13557,3,1731,1.48,1919,1.2,6182370,1.07,2010
SD,police protection - officers,1391,1.18,5208921,1,97,2.02,66437,3.18,5384,2.79,1422,1.25,1488,1.11,5275358,0.99,2010
SD,police protection - other,269,2.02,810627,1.73,162,3.39,96385,2.93,8173,3.14,309,2.52,431,1.79,907012,1.58,2010
SD,fire protection total,510,0.06,1947070,0.03,84,3.52,41221,1.77,2601,3.42,527,0.32,594,0.5,1988291,0.05,2010
SD,fire protection - firefighters,490,0.06,1871159,0.03,50,5.89,26344,2.76,2260,3.93,502,0.33,540,0.55,1897503,0.05,2010
SD,fire protection - other,20,0.05,75911,0.05,34,0.03,14877,0.01,341,0.02,25,0.07,54,0.02,90788,0.04,2010
SD,corrections,661,3.85,2100946,3.58,160,9.32,80252,11.12,8053,11.49,707,4.65,821,3.59,2181198,3.47,2010
SD,highways,1652,2.87,5128374,2.64,321,0.87,241173,0.77,19692,0.82,1763,2.84,1973,2.41,5369547,2.52,2010
SD,air transportation,65,0.01,195101,0.01,31,0.01,22987,0.01,2013,0.01,76,0.01,96,0,218088,0,2010
SD,water transport and terminals,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
SD,public welfare,179,0.66,460856,0.67,154,0.79,150422,1.08,10615,1.51,239,0.83,333,0.51,611278,0.57,2010
SD,health,228,1.49,827897,1.1,397,4.75,228206,3.51,15723,5.2,318,2.47,625,3.07,1056103,1.15,2010
SD,hospitals,314,0.01,985757,0.01,198,0.01,341930,0.01,15097,0.01,401,0.01,512,0,1327687,0,2010
SD,social insurance administration,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
SD,solid waste management,250,0.74,691878,0.54,107,2.85,46099,4.61,5226,5.4,277,1.54,357,1,737977,0.58,2010
SD,sewerage,254,1.19,979219,0.81,134,6.69,45478,3.66,2616,5.35,269,1.32,388,2.44,1024697,0.79,2010
SD,parks and recreation,382,0.25,1331931,0.16,718,0.52,337616,0.71,35459,0.88,582,0.5,1100,0.35,1669547,0.19,2010
SD,housing and community development,168,1.69,486474,1.44,98,1.13,77713,3.19,5916,2.69,201,1.74,266,1.15,564187,1.32,2010
SD,natural resources,228,2.56,661643,2.46,145,2.34,94362,2.82,7152,2.45,266,2.41,373,1.81,756005,2.18,2010
SD,water transport and terminals,389,1.53,1411135,1.43,143,5.43,67659,1.96,4948,3,416,0.98,532,1.84,1478794,1.36,2010
SD,electric power,165,1.15,772758,0.79,24,0.46,22364,1.21,1169,1.51,172,1.34,189,1,795122,0.77,2010
SD,gas supply,14,0.01,71862,0.01,3,0.01,918,0.01,94,0.01,14,0.01,17,0,72780,0,2010
SD,transit,22,0.01,58541,0.01,54,0.01,32827,0.01,3315,0.01,40,0.01,76,0,91368,0,2010
SD,education total,17065,1.98,52602508,1.99,8099,1.67,5731201,2.24,441432,2.38,19721,1.95,25164,1.45,58333709,1.81,2010
SD,education - elementary and secondary total,16646,2.03,50992081,2.05,7856,1.72,5600126,2.3,433579,2.43,19256,2,24502,1.48,56592207,1.86,2010
SD,education - elementary and secondary instructional,12500,1.86,41305980,1.96,3839,2.04,3021464,2.06,199975,2.35,13683,1.86,16339,1.5,44327444,1.83,2010
SD,education - elementary and secondary other,4146,2.54,9686101,2.45,4017,1.4,2578662,2.57,233604,2.5,5573,2.32,8163,1.46,12264763,2.01,2010
SD,education - higher education total,419,0.01,1610427,0.01,243,0.01,131075,0.01,7853,0.01,465,0.01,662,0,1741502,0,2010
SD,education - higher education instructional,217,0.01,1047488,0.01,83,0.01,84639,0.01,3515,0.01,237,0.01,300,0,1132127,0,2010
SD,education - higher education other,202,0.01,562939,0.01,160,0.01,46436,0.01,4338,0.01,228,0.01,362,0,609375,0,2010
SD,education - other,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
SD,libraries,230,0.36,720611,0.22,331,1.81,139381,5.6,16298,3.98,323,1.3,561,1.08,859992,0.93,2010
SD,liquor stores,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
SD,other and unallocable,1035,1.17,2771397,0.97,331,3.59,132554,4.66,14550,4.22,1128,1.58,1366,1.24,2903951,0.95,2010
TN,total,231928,0.64,778740672,0.63,39853,1.05,35457103,0.73,2520497,0.95,246831,0.63,271781,0.56,814197775,0.6,2010
TN,financial administration,4290,1.41,15614900,1.26,472,1.37,386216,1.55,30500,1.79,4466,1.42,4762,1.28,16001116,1.23,2010
TN,other government administration,3588,1.63,12657120,1.76,2063,4.37,1324771,5.26,74765,4,4017,1.66,5651,1.9,13981891,1.67,2010
TN,judicial and legal,4397,0.83,15979254,0.71,489,2.21,513129,2.01,34777,2.34,4596,1,4886,0.78,16492383,0.69,2010
TN,police protection total,17179,1.49,65059738,1.58,1443,1.52,1252913,1.54,84110,1.94,17666,1.48,18622,1.38,66312651,1.55,2010
TN,police protection - officers,13369,1.51,53410788,1.66,145,1.37,184566,1.61,12213,1.79,13438,1.51,13514,1.49,53595354,1.65,2010
TN,police protection - other,3810,1.42,11648950,1.21,1298,1.54,1068347,1.53,71897,1.96,4228,1.39,5108,1.13,12717297,1.12,2010
TN,fire protection total,8287,2.96,34832463,2.82,225,3.99,173524,4.93,14688,4.57,8371,2.96,8512,2.88,35005987,2.81,2010
TN,fire protection - firefighters,7783,2.55,33133162,2.62,202,4.09,152388,5.3,13166,4.82,7858,2.53,7985,2.49,33285550,2.6,2010
TN,fire protection - other,504,9.16,1699301,6.86,23,3.1,21136,2.24,1522,2.36,513,9.48,527,8.76,1720437,6.78,2010
TN,corrections,5959,1.04,16257810,0.96,327,4.57,295560,3.39,23593,3.93,6092,1.16,6286,1.01,16553370,0.95,2010
TN,highways,6557,1.79,18469816,1.79,214,4.13,133499,1.97,11197,2.06,6621,1.77,6771,1.74,18603315,1.78,2010
TN,air transportation,812,1.88,3637834,1.6,97,4.23,125104,3.6,9131,4.98,864,2.07,909,1.74,3762938,1.55,2010
TN,water transport and terminals,7,0.01,34523,0.01,1,0.01,1602,0.01,42,0.01,7,0.01,8,0,36125,0,2010
TN,public welfare,2191,3.35,6099192,2.85,373,1.88,345788,1.65,30604,1.64,2364,4.14,2564,2.88,6444980,2.69,2010
TN,health,3886,2.14,11976477,1.53,995,3.15,1152407,2.95,81711,3.64,4359,2.12,4881,1.82,13128884,1.42,2010
TN,hospitals,18452,1.44,75463278,2.1,3561,1.54,6867628,1.18,342065,1.34,20420,1.42,22013,1.23,82330906,1.93,2010
TN,social insurance administration,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
TN,solid waste management,2884,2.14,7731430,2.22,1110,2.53,720651,2.05,74834,2.27,3361,2.01,3994,1.7,8452081,2.04,2010
TN,sewerage,2158,2.28,7813218,2.05,39,0.69,61145,0.54,3919,0.77,2183,2.32,2197,2.24,7874363,2.03,2010
TN,parks and recreation,2523,4.24,7833237,4.28,2091,4.37,2028379,2.93,155118,4.28,3405,4.07,4614,3.05,9861616,3.45,2010
