state,government_function,full_time_equivalent_employees,october_total_pay,full_time_employees,part_time_employees,full_time_pay,part_time_pay,part_time_hours,year
OR,transit,0,0,0,0,0,0,0,1992
OR,elem and sec school instructional,0,0,0,0,0,0,0,1992
OR,elem and sec sch,0,0,0,0,0,0,0,1992
OR,elem and sec admin - clerical,0,0,0,0,0,0,0,1992
OR,elem and sec oper and maintenance,0,0,0,0,0,0,0,1992
OR,elem and sec cafeteria,0,0,0,0,0,0,0,1992
OR,elem and sec bus transportation,0,0,0,0,0,0,0,1992
OR,elem and sec health and recreation,0,0,0,0,0,0,0,1992
OR,elem and sec student employees,0,0,0,0,0,0,0,1992
OR,elem and sec unallocable,0,0,0,0,0,0,0,1992
OR,higher educ instructional,7758,30167910,5423,6708,21087556,9080354,413307,1992
OR,education - higher education other,6379,12612294,4673,9250,9592847,3019447,301945,1992
OR,education - other,1148,2890145,1035,135,2694072,196073,20236,1992
OR,libraries,0,0,0,0,0,0,0,1992
OR,liquor stores,185,488414,179,15,477553,10861,1010,1992
OR,other and unallocable,2707,6790357,2638,222,6634052,156305,12790,1992
PA,total,123284,314599204,112774,32873,291624601,22974603,1810097,1992
PA,financial administration,6036,14084287,6014,86,14040079,44208,3637,1992
PA,other government administration,3689,9613831,3429,979,8382295,1231536,44640,1992
PA,judicial and legal,2319,8780737,2230,121,8305616,475121,15681,1992
PA,police protection - officers,3885,12381863,3885,0,12381863,0,0,1992
PA,police protection - other,1403,2956442,1403,0,2956442,0,0,1992
PA,corrections,8690,20093129,8650,82,20001316,91813,6780,1992
PA,highways,12682,28378723,12534,237,28114512,264211,26188,1992
PA,air transportation,97,220588,97,0,220588,0,0,1992
PA,water transport and terminals,0,0,0,0,0,0,0,1992
PA,public welfare,9797,23554539,9787,17,23538688,15851,1693,1992
PA,health,2378,6374738,2365,137,6351822,22916,2103,1992
PA,hospitals,20890,51824647,19945,2368,49490420,2334227,163549,1992
PA,social insurance administration,3213,7356299,3205,15,7337578,18721,1358,1992
PA,solid waste management,0,0,0,0,0,0,0,1992
PA,sewerage,0,0,0,0,0,0,0,1992
PA,parks and recreation,1066,2372160,867,501,2045486,326674,33036,1992
PA,natural resources,5350,13654406,4873,919,12763874,890532,83750,1992
PA,water transport and terminals,0,0,0,0,0,0,0,1992
PA,electric power,0,0,0,0,0,0,0,1992
PA,transit,0,0,0,0,0,0,0,1992
PA,elem and sec school instructional,0,0,0,0,0,0,0,1992
PA,elem and sec sch,0,0,0,0,0,0,0,1992
PA,elem and sec admin - clerical,0,0,0,0,0,0,0,1992
PA,elem and sec oper and maintenance,0,0,0,0,0,0,0,1992
PA,elem and sec cafeteria,0,0,0,0,0,0,0,1992
PA,elem and sec bus transportation,0,0,0,0,0,0,0,1992
PA,elem and sec health and recreation,0,0,0,0,0,0,0,1992
PA,elem and sec student employees,0,0,0,0,0,0,0,1992
PA,elem and sec unallocable,0,0,0,0,0,0,0,1992
PA,higher educ instructional,11112,46857358,9031,4615,38494601,8362757,364480,1992
PA,education - higher education other,19196,38325301,13330,21451,30134259,8191042,1005011,1992
PA,education - other,2661,6504610,2620,197,6425131,79479,6711,1992
PA,libraries,0,0,0,0,0,0,0,1992
PA,liquor stores,3026,6280366,2771,956,5751618,528748,42300,1992
PA,other and unallocable,5794,14985180,5738,192,14888413,96767,9180,1992
RI,total,19890,54870637,17922,6303,50482233,4388404,342938,1992
RI,financial administration,940,2310648,930,18,2289903,20745,1517,1992
RI,other government administration,434,1168601,432,154,1162361,6240,275,1992
RI,judicial and legal,924,2869365,916,15,2846001,23364,1139,1992
RI,police protection - officers,195,822552,195,0,822552,0,0,1992
RI,police protection - other,63,165756,63,1,164906,850,35,1992
RI,corrections,1821,5973199,1795,36,5862687,110512,4601,1992
RI,highways,977,2382058,967,19,2367005,15053,1621,1992
RI,air transportation,120,265939,120,0,265939,0,0,1992
RI,water transport and terminals,0,0,0,0,0,0,0,1992
RI,public welfare,1593,4911762,1575,27,4853873,57889,2891,1992
RI,health,1389,4875212,1378,37,4833549,41663,2003,1992
RI,hospitals,1447,2990135,1395,73,2882497,107638,9223,1992
RI,social insurance administration,735,1768661,663,76,1638444,130217,11176,1992
RI,solid waste management,0,0,0,0,0,0,0,1992
RI,sewerage,92,234330,92,0,234330,0,0,1992
RI,parks and recreation,164,233511,164,0,233511,0,0,1992
RI,natural resources,665,1602231,644,50,1581820,20411,3681,1992
RI,water transport and terminals,0,0,0,0,0,0,0,1992
RI,electric power,0,0,0,0,0,0,0,1992
RI,transit,498,1352904,472,47,1298981,53923,4673,1992
RI,elem and sec school instructional,0,0,0,0,0,0,0,1992
RI,elem and sec sch,0,0,0,0,0,0,0,1992
RI,elem and sec admin - clerical,0,0,0,0,0,0,0,1992
RI,elem and sec oper and maintenance,0,0,0,0,0,0,0,1992
RI,elem and sec cafeteria,0,0,0,0,0,0,0,1992
RI,elem and sec bus transportation,0,0,0,0,0,0,0,1992
RI,elem and sec health and recreation,0,0,0,0,0,0,0,1992
RI,elem and sec student employees,0,0,0,0,0,0,0,1992
RI,elem and sec unallocable,0,0,0,0,0,0,0,1992
RI,higher educ instructional,2646,9392966,1825,2022,6896342,2496624,145248,1992
RI,education - higher education other,3116,5984716,2355,3238,5019900,964816,134605,1992
RI,education - other,927,2546012,852,342,2288818,257194,11639,1992
RI,libraries,0,0,0,0,0,0,0,1992
RI,liquor stores,0,0,0,0,0,0,0,1992
RI,other and unallocable,1144,3020079,1089,148,2938814,81265,8611,1992
SC,total,77754,157742297,70399,20105,147726320,10015977,1234594,1992
SC,financial administration,2597,5139280,2585,26,5125896,13384,2126,1992
SC,other government administration,907,2064243,828,202,1962998,101245,13795,1992
SC,judicial and legal,545,1617898,540,8,1607772,10126,816,1992
SC,police protection - officers,1331,2924626,1331,1,2923548,1078,86,1992
SC,police protection - other,442,742510,439,6,738694,3816,514,1992
SC,corrections,7321,12895424,7306,26,12854874,40550,2786,1992
SC,highways,5218,7835018,5204,23,7821080,13938,2480,1992
SC,air transportation,0,0,0,0,0,0,0,1992
SC,water transport and terminals,254,665546,250,5,661117,4429,629,1992
SC,public welfare,4966,9229086,4932,52,9181050,48036,6120,1992
SC,health,6695,13975076,6528,257,13599154,375922,29482,1992
SC,hospitals,10031,15350206,9854,219,15014965,335241,31239,1992
SC,social insurance administration,1612,3415404,1607,8,3391808,23596,824,1992
SC,solid waste management,0,0,0,0,0,0,0,1992
SC,sewerage,0,0,0,0,0,0,0,1992
SC,parks and recreation,621,1037834,614,8,1029552,8282,1126,1992
SC,natural resources,2809,6258346,2694,246,6137027,121319,19402,1992
SC,water transport and terminals,0,0,0,0,0,0,0,1992
SC,electric power,1736,5221117,1726,14,5204171,16946,1855,1992
SC,transit,0,0,0,0,0,0,0,1992
SC,elem and sec school instructional,0,0,0,0,0,0,0,1992
SC,elem and sec sch,0,0,0,0,0,0,0,1992
SC,elem and sec admin - clerical,0,0,0,0,0,0,0,1992
SC,elem and sec oper and maintenance,0,0,0,0,0,0,0,1992
SC,elem and sec cafeteria,0,0,0,0,0,0,0,1992
SC,elem and sec bus transportation,0,0,0,0,0,0,0,1992
SC,elem and sec health and recreation,0,0,0,0,0,0,0,1992
SC,elem and sec student employees,0,0,0,0,0,0,0,1992
SC,elem and sec unallocable,0,0,0,0,0,0,0,1992
SC,higher educ instructional,11185,34187338,7846,9039,28752651,5434687,555901,1992
SC,education - higher education other,14918,24906423,11582,9893,21499159,3407264,559570,1992
SC,education - other,2925,6487260,2910,38,6459874,27386,2574,1992
SC,libraries,0,0,0,0,0,0,0,1992
SC,liquor stores,0,0,0,0,0,0,0,1992
SC,other and unallocable,1641,3789662,1623,34,3760930,28732,3269,1992
SD,total,13517,28511872,11925,5706,25824658,2687214,282210,1992
SD,financial administration,446,1006230,434,16,985072,21158,1950,1992
SD,other government administration,272,571033,255,128,527561,43472,3002,1992
SD,judicial and legal,555,1317882,473,143,1015806,302076,14590,1992
SD,police protection - officers,183,443094,183,0,443094,0,0,1992
SD,police protection - other,99,174101,97,3,170464,3637,405,1992
SD,corrections,582,1055845,559,37,1023049,32796,4021,1992
SD,highways,1257,2658421,1204,63,2596573,61848,9443,1992
SD,air transportation,0,0,0,0,0,0,0,1992
SD,water transport and terminals,0,0,0,0,0,0,0,1992
SD,public welfare,1114,1960132,945,278,1750723,209409,30033,1992
SD,health,592,1229036,503,131,1105304,123732,15841,1992
SD,hospitals,1533,2538053,1473,108,2436657,101396,10650,1992
SD,social insurance administration,297,555205,286,16,539224,15981,1939,1992
SD,solid waste management,0,0,0,0,0,0,0,1992
SD,sewerage,0,0,0,0,0,0,0,1992
SD,parks and recreation,139,244144,99,63,205758,38386,7096,1992
SD,natural resources,880,1771205,756,319,1593311,177894,21910,1992
SD,water transport and terminals,0,0,0,0,0,0,0,1992
SD,electric power,0,0,0,0,0,0,0,1992
SD,transit,0,0,0,0,0,0,0,1992
SD,elem and sec school instructional,0,0,0,0,0,0,0,1992
SD,elem and sec sch,0,0,0,0,0,0,0,1992
SD,elem and sec admin - clerical,0,0,0,0,0,0,0,1992
SD,elem and sec oper and maintenance,0,0,0,0,0,0,0,1992
SD,elem and sec cafeteria,0,0,0,0,0,0,0,1992
SD,elem and sec bus transportation,0,0,0,0,0,0,0,1992
SD,elem and sec health and recreation,0,0,0,0,0,0,0,1992
SD,elem and sec student employees,0,0,0,0,0,0,0,1992
SD,elem and sec unallocable,0,0,0,0,0,0,0,1992
SD,higher educ instructional,1641,5901131,1415,1011,5163046,738085,39926,1992
SD,education - higher education other,2639,4351397,2020,3272,3630620,720777,109633,1992
SD,education - other,436,844478,403,65,802304,42174,5928,1992
SD,libraries,0,0,0,0,0,0,0,1992
SD,liquor stores,0,0,0,0,0,0,0,1992
SD,other and unallocable,852,1890485,820,53,1836092,54393,5843,1992
TN,total,75930,160337272,68557,22036,147621974,12715298,1251587,1992
TN,financial administration,2439,5269945,2417,42,5245277,24668,3629,1992
TN,other government administration,662,1265432,592,143,1168342,97090,12216,1992
TN,judicial and legal,1542,4647182,1521,48,4612224,34958,3615,1992
TN,police protection - officers,937,2509134,937,0,2509134,0,0,1992
TN,police protection - other,607,1027486,603,9,1024038,3448,642,1992
TN,corrections,6409,11946748,6405,7,11941752,4996,642,1992
TN,highways,4793,9028664,4793,0,9028664,0,0,1992
TN,air transportation,0,0,0,0,0,0,0,1992
TN,water transport and terminals,0,0,0,0,0,0,0,1992
TN,public welfare,4699,9560354,4687,27,9542436,17918,1895,1992
TN,health,4181,8469633,4153,82,8410525,59108,4797,1992
TN,hospitals,10061,19935605,9806,499,19319568,616037,44769,1992
TN,social insurance administration,1640,3323610,1421,322,3011742,311868,36364,1992
TN,solid waste management,0,0,0,0,0,0,0,1992
TN,sewerage,0,0,0,0,0,0,0,1992
TN,parks and recreation,1100,1556878,1018,133,1491462,65416,13642,1992
TN,natural resources,3576,6928100,3405,596,6662196,265904,29863,1992
TN,water transport and terminals,0,0,0,0,0,0,0,1992
TN,electric power,0,0,0,0,0,0,0,1992
TN,transit,0,0,0,0,0,0,0,1992
TN,elem and sec school instructional,0,0,0,0,0,0,0,1992
TN,elem and sec sch,0,0,0,0,0,0,0,1992
TN,elem and sec admin - clerical,0,0,0,0,0,0,0,1992
TN,elem and sec oper and maintenance,0,0,0,0,0,0,0,1992
TN,elem and sec cafeteria,0,0,0,0,0,0,0,1992
TN,elem and sec bus transportation,0,0,0,0,0,0,0,1992
TN,elem and sec health and recreation,0,0,0,0,0,0,0,1992
TN,elem and sec student employees,0,0,0,0,0,0,0,1992
TN,elem and sec unallocable,0,0,0,0,0,0,0,1992
TN,higher educ instructional,11564,35365170,8687,7048,29600955,5764215,482469,1992
TN,education - higher education other,17030,29833581,13459,12887,24462046,5371535,610945,1992
TN,education - other,2009,4219883,1986,111,4164260,55623,3855,1992
TN,libraries,0,0,0,0,0,0,0,1992
TN,liquor stores,0,0,0,0,0,0,0,1992
TN,other and unallocable,2681,5449867,2667,82,5427353,22514,2244,1992
TX,total,238974,553537210,218123,77999,514090689,39446521,3693307,1992
TX,financial administration,8365,20359259,8237,245,20119169,240090,22675,1992
TX,other government administration,1574,3817356,1492,229,3693843,123513,14656,1992
TX,judicial and legal,3638,11711791,3584,137,11643859,67932,9774,1992
TX,police protection - officers,1631,4784945,1631,0,4784945,0,0,1992
TX,police protection - other,1406,3556165,1389,34,3537612,18553,2944,1992
TX,corrections,29397,57895047,29366,78,57834993,60054,5483,1992
TX,highways,14339,31913491,14232,174,31765605,147886,18936,1992
TX,air transportation,0,0,0,0,0,0,0,1992
TX,water transport and terminals,0,0,0,0,0,0,0,1992
TX,public welfare,15535,28411119,15460,143,28292067,119052,13295,1992
TX,health,9919,22683216,9500,919,21375037,1308179,74227,1992
TX,hospitals,41208,88447370,40001,1662,86329101,2118269,213628,1992
TX,social insurance administration,6776,14147511,6659,427,13906923,240588,20785,1992
TX,solid waste management,0,0,0,0,0,0,0,1992
TX,sewerage,0,0,0,0,0,0,0,1992
TX,parks and recreation,1109,1990307,824,490,1640782,349525,50378,1992
TX,natural resources,11227,25580999,10660,20618,24935228,645771,101315,1992
TX,water transport and terminals,0,0,0,0,0,0,0,1992
TX,electric power,0,0,0,0,0,0,0,1992
TX,transit,0,0,0,0,0,0,0,1992
TX,elem and sec school instructional,0,0,0,0,0,0,0,1992
TX,elem and sec sch,0,0,0,0,0,0,0,1992
TX,elem and sec admin - clerical,0,0,0,0,0,0,0,1992
TX,elem and sec oper and maintenance,0,0,0,0,0,0,0,1992
TX,elem and sec cafeteria,0,0,0,0,0,0,0,1992
TX,elem and sec bus transportation,0,0,0,0,0,0,0,1992
TX,elem and sec health and recreation,0,0,0,0,0,0,0,1992
TX,elem and sec student employees,0,0,0,0,0,0,0,1992
TX,elem and sec unallocable,0,0,0,0,0,0,0,1992
TX,higher educ instructional,25059,108842342,18563,16493,91703146,17139196,1150357,1992
TX,education - higher education other,56191,101861150,45141,35697,85340476,16520674,1955996,1992
TX,education - other,4742,10651244,4624,299,10467795,183449,20926,1992
TX,libraries,0,0,0,0,0,0,0,1992
TX,liquor stores,0,0,0,0,0,0,0,1992
TX,other and unallocable,6858,16883898,6760,354,16720108,163790,17932,1992
UT,total,39618,80955417,35803,10688,75181331,5774086,674718,1992
UT,financial administration,1328,2761594,1300,53,2712609,48985,4994,1992
UT,other government administration,292,562522,193,188,501306,61216,17142,1992
UT,judicial and legal,994,2662157,939,123,2566043,96114,9813,1992
UT,police protection - officers,363,978982,363,0,978982,0,0,1992
UT,police protection - other,285,684575,268,50,652327,32248,3095,1992
UT,corrections,2194,4588062,2027,369,4317227,270835,29356,1992
UT,highways,1792,4326636,1689,131,4185808,140828,18190,1992
UT,air transportation,0,0,0,0,0,0,0,1992
UT,water transport and terminals,0,0,0,0,0,0,0,1992
UT,public welfare,2556,5371976,2439,217,5141108,230868,20864,1992
UT,health,1085,2698654,1050,85,2610919,87735,6133,1992
UT,hospitals,4434,8179441,4318,265,8022812,156629,20561,1992
UT,social insurance administration,653,1583926,606,188,1505420,78506,8387,1992
UT,solid waste management,0,0,0,0,0,0,0,1992
UT,sewerage,0,0,0,0,0,0,0,1992
UT,parks and recreation,270,536058,211,80,469587,66471,10406,1992
UT,natural resources,1404,3336634,1238,440,3077455,259179,29238,1992
UT,water transport and terminals,0,0,0,0,0,0,0,1992
UT,electric power,0,0,0,0,0,0,0,1992
UT,transit,0,0,0,0,0,0,0,1992
UT,elem and sec school instructional,0,0,0,0,0,0,0,1992
UT,elem and sec sch,0,0,0,0,0,0,0,1992
UT,elem and sec admin - clerical,0,0,0,0,0,0,0,1992
UT,elem and sec oper and maintenance,0,0,0,0,0,0,0,1992
UT,elem and sec cafeteria,0,0,0,0,0,0,0,1992
UT,elem and sec bus transportation,0,0,0,0,0,0,0,1992
UT,elem and sec health and recreation,0,0,0,0,0,0,0,1992
UT,elem and sec student employees,0,0,0,0,0,0,0,1992
UT,elem and sec unallocable,0,0,0,0,0,0,0,1992
UT,higher educ instructional,4339,14693336,3685,2108,13167153,1526183,115683,1992
UT,education - higher education other,14851,21756886,12876,5850,19326480,2430406,349629,1992
UT,education - other,836,1862554,770,191,1748267,114287,11719,1992
UT,libraries,0,0,0,0,0,0,0,1992
UT,liquor stores,232,391699,193,106,347669,44030,6930,1992
UT,other and unallocable,1710,3979725,1638,244,3850159,129566,12578,1992
VT,total,12923,31270429,11447,3027,28775003,2495426,252148,1992
VT,financial administration,477,1043772,468,11,1029388,14384,1430,1992
VT,other government administration,338,733187,326,29,694747,38440,2155,1992
VT,judicial and legal,491,1365270,426,95,1252085,113185,11223,1992
VT,police protection - officers,314,1117856,314,1,1117624,232,18,1992
VT,police protection - other,161,355179,143,33,316726,38453,3130,1992
VT,corrections,697,1642872,658,58,1551051,91821,6898,1992
VT,highways,1096,2698862,1091,7,2687630,11232,930,1992
VT,air transportation,0,0,0,0,0,0,0,1992
VT,water transport and terminals,0,0,0,0,0,0,0,1992
VT,public welfare,1144,2448711,884,421,2072025,376686,45884,1992
VT,health,465,1196141,401,87,1047457,148684,11240,1992
VT,hospitals,554,1143489,483,86,1060699,82790,12664,1992
VT,social insurance administration,387,900870,351,42,816957,83913,6381,1992
VT,solid waste management,0,0,0,0,0,0,0,1992
VT,sewerage,0,0,0,0,0,0,0,1992
VT,parks and recreation,208,412018,203,6,401949,10069,826,1992
VT,natural resources,652,1678840,619,46,1613410,65430,5643,1992
VT,water transport and terminals,0,0,0,0,0,0,0,1992
VT,electric power,0,0,0,0,0,0,0,1992
VT,transit,0,0,0,0,0,0,0,1992
VT,elem and sec school instructional,0,0,0,0,0,0,0,1992
VT,elem and sec sch,0,0,0,0,0,0,0,1992
VT,elem and sec admin - clerical,0,0,0,0,0,0,0,1992
VT,elem and sec oper and maintenance,0,0,0,0,0,0,0,1992
VT,elem and sec cafeteria,0,0,0,0,0,0,0,1992
VT,elem and sec bus transportation,0,0,0,0,0,0,0,1992
VT,elem and sec health and recreation,0,0,0,0,0,0,0,1992
VT,elem and sec student employees,0,0,0,0,0,0,0,1992
VT,elem and sec unallocable,0,0,0,0,0,0,0,1992
VT,higher educ instructional,1483,5289428,1185,656,4632086,657342,49537,1992
VT,education - higher education other,2971,5739612,2529,1247,5184378,555234,73378,1992
VT,education - other,336,868223,314,47,829429,38794,3669,1992
VT,libraries,0,0,0,0,0,0,0,1992
VT,liquor stores,84,196136,70,24,181920,14216,2504,1992
VT,other and unallocable,1065,2439963,982,131,2285442,154521,14638,1992
VA,total,115874,257387813,98953,42795,228500778,28887035,2993707,1992
VA,financial administration,4132,9151193,3865,530,8776928,374265,47271,1992
VA,other government administration,665,1729662,513,299,1259486,470176,26056,1992
VA,judicial and legal,2768,7647398,2562,481,7303022,344376,36508,1992
VA,police protection - officers,1619,4738442,1619,0,4738442,0,0,1992
VA,police protection - other,753,1417506,692,148,1332590,84916,10852,1992
VA,corrections,8836,16636916,8680,271,16412718,224198,27584,1992
VA,highways,11281,21768429,10713,1013,20667064,1101365,100581,1992
VA,air transportation,0,0,0,0,0,0,0,1992
VA,water transport and terminals,149,361410,149,0,361410,0,0,1992
VA,public welfare,2415,5068212,2076,404,4642706,425506,59356,1992
VA,health,5766,13747258,5174,1240,12651724,1095534,104626,1992
VA,hospitals,19497,35941527,18792,1987,34689639,1251888,124970,1992
VA,social insurance administration,1750,3727166,1419,632,3223380,503786,58738,1992
VA,solid waste management,132,346490,115,27,314536,31954,2928,1992
VA,sewerage,0,0,0,0,0,0,0,1992
VA,parks and recreation,773,1369378,518,577,1047470,321908,45069,1992
VA,natural resources,3350,7304333,2897,712,6616373,687960,80098,1992
VA,water transport and terminals,0,0,0,0,0,0,0,1992
VA,electric power,0,0,0,0,0,0,0,1992
VA,transit,0,0,0,0,0,0,0,1992
VA,elem and sec school instructional,0,0,0,0,0,0,0,1992
VA,elem and sec sch,0,0,0,0,0,0,0,1992
VA,elem and sec admin - clerical,0,0,0,0,0,0,0,1992
VA,elem and sec oper and maintenance,0,0,0,0,0,0,0,1992
VA,elem and sec cafeteria,0,0,0,0,0,0,0,1992
VA,elem and sec bus transportation,0,0,0,0,0,0,0,1992
VA,elem and sec health and recreation,0,0,0,0,0,0,0,1992
VA,elem and sec student employees,0,0,0,0,0,0,0,1992
VA,elem and sec unallocable,0,0,0,0,0,0,0,1992
VA,higher educ instructional,15292,54653927,11261,8902,43450171,11203756,713816,1992
VA,education - higher education other,26975,49589366,19197,23335,40264428,9324938,1376646,1992
VA,education - other,3122,7359706,2877,681,6892518,467188,43517,1992
VA,libraries,0,0,0,0,0,0,0,1992
VA,liquor stores,1331,2221302,875,1009,1704976,516326,80720,1992
VA,other and unallocable,5268,12608192,4959,547,12151197,456995,54371,1992
WA,total,97818,245723412,79050,41318,214806522,30916890,3322081,1992
WA,financial administration,2542,6888428,2484,112,6730874,157554,9959,1992
WA,other government administration,1047,3208226,892,453,2715648,492578,27518,1992
WA,judicial and legal,1414,5284076,1362,161,5161716,122360,9122,1992
WA,police protection - officers,1022,3545852,1022,0,3545852,0,0,1992
WA,police protection - other,876,2107266,875,1,2106298,968,104,1992
WA,corrections,6095,15439158,5939,200,15202348,236810,27692,1992
WA,highways,6212,19666231,6035,345,19079444,586787,31339,1992
WA,air transportation,0,0,0,0,0,0,0,1992
WA,water transport and terminals,0,0,0,0,0,0,0,1992
WA,public welfare,7490,20481232,6992,632,19467594,1013638,88214,1992
WA,health,7037,18579572,6507,845,17511634,1067938,94000,1992
WA,hospitals,7203,16435644,6164,2037,15036166,1399478,183892,1992
WA,social insurance administration,4254,9710360,3874,719,8382726,1327634,67194,1992
WA,solid waste management,0,0,0,0,0,0,0,1992
WA,sewerage,0,0,0,0,0,0,0,1992
WA,parks and recreation,480,1198712,467,35,1171240,27472,2410,1992
WA,natural resources,5533,13947355,4822,1279,12753533,1193822,125709,1992
WA,water transport and terminals,0,0,0,0,0,0,0,1992
WA,electric power,0,0,0,0,0,0,0,1992
WA,transit,0,0,0,0,0,0,0,1992
WA,elem and sec school instructional,0,0,0,0,0,0,0,1992
WA,elem and sec sch,0,0,0,0,0,0,0,1992
WA,elem and sec admin - clerical,0,0,0,0,0,0,0,1992
WA,elem and sec oper and maintenance,0,0,0,0,0,0,0,1992
WA,elem and sec cafeteria,0,0,0,0,0,0,0,1992
WA,elem and sec bus transportation,0,0,0,0,0,0,0,1992
WA,elem and sec health and recreation,0,0,0,0,0,0,0,1992
WA,elem and sec student employees,0,0,0,0,0,0,0,1992
WA,elem and sec unallocable,0,0,0,0,0,0,0,1992
WA,higher educ instructional,13526,41218067,9007,11063,30748126,10469941,799991,1992
WA,education - higher education other,25595,48323572,15618,22488,36488684,11834888,1765861,1992
WA,education - other,1667,4343285,1558,215,4181943,161342,19275,1992
WA,libraries,0,0,0,0,0,0,0,1992
WA,liquor stores,928,2199574,655,464,1671390,528184,48350,1992
WA,other and unallocable,4897,13146802,4777,269,12851306,295496,21451,1992
WV,total,33569,64844136,30498,9748,60050322,4793814,515958,1992
WV,financial administration,991,1648248,985,11,1639376,8872,1102,1992
WV,other government administration,276,579972,246,184,526682,53290,5154,1992
WV,judicial and legal,975,2040936,960,25,2022904,18032,2512,1992
WV,police protection - officers,527,1464722,527,0,1464722,0,0,1992
WV,police protection - other,284,379230,283,2,378750,480,96,1992
WV,corrections,786,1152600,785,6,1149242,3358,358,1992
WV,highways,5764,10395295,5763,1,10393827,1468,176,1992
WV,air transportation,0,0,0,0,0,0,0,1992
WV,water transport and terminals,0,0,0,0,0,0,0,1992
WV,public welfare,2264,3343054,2145,169,3232648,110406,19725,1992
WV,health,772,1178108,770,3,1175010,3098,407,1992
WV,hospitals,2388,3379786,2320,131,3268136,111650,11826,1992
WV,social insurance administration,856,1604982,777,95,1509342,95640,12246,1992
WV,solid waste management,8,16322,8,0,16322,0,0,1992
WV,sewerage,0,0,0,0,0,0,0,1992
WV,parks and recreation,935,1032646,532,597,707682,324964,71340,1992
WV,natural resources,1815,3755558,1694,175,3646538,109020,20489,1992
WV,water transport and terminals,0,0,0,0,0,0,0,1992
WV,electric power,0,0,0,0,0,0,0,1992
WV,transit,0,0,0,0,0,0,0,1992
WV,elem and sec school instructional,0,0,0,0,0,0,0,1992
WV,elem and sec sch,0,0,0,0,0,0,0,1992
WV,elem and sec admin - clerical,0,0,0,0,0,0,0,1992
WV,elem and sec oper and maintenance,0,0,0,0,0,0,0,1992
WV,elem and sec cafeteria,0,0,0,0,0,0,0,1992
WV,elem and sec bus transportation,0,0,0,0,0,0,0,1992
WV,elem and sec health and recreation,0,0,0,0,0,0,0,1992
WV,elem and sec student employees,0,0,0,0,0,0,0,1992
WV,elem and sec unallocable,0,0,0,0,0,0,0,1992
WV,higher educ instructional,4133,14272385,3179,3401,11775445,2496940,158437,1992
WV,education - higher education other,7344,11944972,6191,4594,10680661,1264311,191848,1992
WV,education - other,1527,3184418,1454,228,3051748,132670,12170,1992
WV,libraries,0,0,0,0,0,0,0,1992
WV,liquor stores,55,89724,55,0,89724,0,0,1992
WV,other and unallocable,1869,3381178,1824,126,3321563,59615,8072,1992
WI,total,72674,210668622,56438,40095,181529220,29139402,2872380,1992
WI,financial administration,3535,8846684,3110,755,8055698,790986,74959,1992
WI,other government administration,990,2678947,806,290,2148794,530153,31523,1992
WI,judicial and legal,1865,7006583,1717,262,6624509,382074,26102,1992
WI,police protection - officers,566,1640531,565,3,1638490,2041,208,1992
WI,police protection - other,286,717099,260,38,666321,50778,4599,1992
WI,corrections,5422,13039309,5111,510,12379216,660093,55178,1992
WI,highways,2114,6548554,1882,362,6143985,404569,41041,1992
WI,air transportation,0,0,0,0,0,0,0,1992
WI,water transport and terminals,0,0,0,0,0,0,0,1992
WI,public welfare,1189,2786372,958,376,2347052,439320,41092,1992
WI,health,1614,4724180,1448,315,4362857,361323,29031,1992
WI,hospitals,8514,25628358,6496,2821,21793869,3834489,357586,1992
WI,social insurance administration,835,2053330,760,82,1861686,191644,13284,1992
WI,solid waste management,0,0,0,0,0,0,0,1992
WI,sewerage,0,0,0,0,0,0,0,1992
WI,parks and recreation,254,550321,183,172,435963,114358,12595,1992
WI,natural resources,2690,6453790,2149,992,5576584,877206,95602,1992
WI,water transport and terminals,0,0,0,0,0,0,0,1992
WI,electric power,0,0,0,0,0,0,0,1992
WI,transit,0,0,0,0,0,0,0,1992
WI,elem and sec school instructional,0,0,0,0,0,0,0,1992
WI,elem and sec sch,0,0,0,0,0,0,0,1992
WI,elem and sec admin - clerical,0,0,0,0,0,0,0,1992
WI,elem and sec oper and maintenance,0,0,0,0,0,0,0,1992
WI,elem and sec cafeteria,0,0,0,0,0,0,0,1992
WI,elem and sec bus transportation,0,0,0,0,0,0,0,1992
WI,elem and sec health and recreation,0,0,0,0,0,0,0,1992
WI,elem and sec student employees,0,0,0,0,0,0,0,1992
WI,elem and sec unallocable,0,0,0,0,0,0,0,1992
WI,higher educ instructional,11942,45281833,9725,7711,39745156,5536677,392428,1992
WI,education - higher education other,24309,65009283,15444,23993,51486486,13522797,1569117,1992
WI,education - other,1344,3749355,1185,370,3412867,336488,28297,1992
WI,libraries,0,0,0,0,0,0,0,1992
WI,liquor stores,0,0,0,0,0,0,0,1992
WI,other and unallocable,5205,13954093,4639,1043,12849687,1104406,99738,1992
WY,total,11271,22148669,9954,3200,20454419,1694250,233437,1992
WY,financial administration,480,1057130,480,2,1055978,1152,174,1992
WY,other government administration,98,263057,97,15,261814,1243,143,1992
WY,judicial and legal,361,899758,340,37,852868,46890,3854,1992
WY,police protection - officers,154,344743,154,0,344743,0,0,1992
WY,police protection - other,94,179332,94,0,179332,0,0,1992
WY,corrections,475,809825,474,1,808482,1343,173,1992
WY,highways,1862,3819484,1749,186,3598520,220964,20020,1992
WY,air transportation,0,0,0,0,0,0,0,1992
