state,government_function,full_time_equivalent_employees,total_october_pay,full_time_employees,part_time_employees,full_time_pay,part_time_pay,part_time_hours,year
PA,elem and sec oper and maintenance,0,0,0,0,0,0,0,1993
PA,elem and sec cafeteria,0,0,0,0,0,0,0,1993
PA,elem and sec bus transportation,0,0,0,0,0,0,0,1993
PA,elem and sec health and recreation,0,0,0,0,0,0,0,1993
PA,elem and sec student employees,0,0,0,0,0,0,0,1993
PA,elem and sec unallocable,0,0,0,0,0,0,0,1993
PA,higher educ instructional,17512,81356975,13047,10300,67306167,14050808,761444,1993
PA,education - higher education other,31637,70711800,23239,29491,57907470,12804330,1406709,1993
PA,education - other,2840,7482891,2787,221,7372463,110428,9525,1993
PA,libraries,0,0,0,0,0,0,0,1993
PA,liquor stores,2959,6235775,2688,958,5848715,387060,48017,1993
PA,other and unallocable,5942,16260656,5880,163,16144642,116014,10706,1993
RI,total,19834,56605326,17588,6571,51865804,4739522,384149,1993
RI,financial administration,980,2474294,971,17,2453956,20338,1428,1993
RI,other government administration,489,1320292,487,154,1314052,6240,275,1993
RI,judicial and legal,1066,3407144,1057,16,3379412,27732,1298,1993
RI,police protection - officers,181,793070,181,0,793070,0,0,1993
RI,police protection - other,69,204708,69,1,204483,225,5,1993
RI,corrections,1814,6382178,1806,9,6354552,27626,1370,1993
RI,highways,969,2473671,957,14,2455939,17732,1980,1993
RI,air transportation,0,0,0,0,0,0,0,1993
RI,water transport and terminals,0,0,0,0,0,0,0,1993
RI,public welfare,1601,4031845,1582,26,3966892,64953,2993,1993
RI,health,1428,4772277,1425,5,4760348,11929,466,1993
RI,hospitals,1293,4096192,1279,56,4008438,87754,2480,1993
RI,social insurance administration,740,1876394,665,90,1733945,142449,11648,1993
RI,solid waste management,0,0,0,0,0,0,0,1993
RI,sewerage,252,814752,252,0,814752,0,0,1993
RI,parks and recreation,85,188301,85,0,188301,0,0,1993
RI,natural resources,475,1229244,454,49,1209309,19935,3631,1993
RI,water transport and terminals,0,0,0,0,0,0,0,1993
RI,electric power,0,0,0,0,0,0,0,1993
RI,transit,505,1314863,469,48,1258996,55867,6378,1993
RI,elem and sec school instructional,0,0,0,0,0,0,0,1993
RI,elem and sec sch,0,0,0,0,0,0,0,1993
RI,elem and sec admin - clerical,0,0,0,0,0,0,0,1993
RI,elem and sec oper and maintenance,0,0,0,0,0,0,0,1993
RI,elem and sec cafeteria,0,0,0,0,0,0,0,1993
RI,elem and sec bus transportation,0,0,0,0,0,0,0,1993
RI,elem and sec health and recreation,0,0,0,0,0,0,0,1993
RI,elem and sec student employees,0,0,0,0,0,0,0,1993
RI,elem and sec unallocable,0,0,0,0,0,0,0,1993
RI,higher educ instructional,2646,9392966,1825,2022,6896342,2496624,145248,1993
RI,education - higher education other,3116,5984716,2355,3238,5019900,964816,134605,1993
RI,education - other,970,2632306,562,681,1915763,716543,63141,1993
RI,libraries,0,0,0,0,0,0,0,1993
RI,liquor stores,0,0,0,0,0,0,0,1993
RI,other and unallocable,1155,3216113,1107,145,3137354,78759,7203,1993
SC,total,77885,159446976,71514,20307,149524166,9922810,1072367,1993
SC,financial administration,2357,5025256,2348,18,5014460,10796,1644,1993
SC,other government administration,1176,2803743,1032,369,2428956,374787,24498,1993
SC,judicial and legal,591,1907718,585,9,1894382,13336,972,1993
SC,police protection - officers,1496,3572824,1495,3,3569032,3792,302,1993
SC,police protection - other,338,682182,337,3,680830,1352,196,1993
SC,corrections,7423,13071926,7408,23,13036444,35482,2588,1993
SC,highways,5174,7751680,5161,22,7738022,13658,2252,1993
SC,air transportation,0,0,0,0,0,0,0,1993
SC,water transport and terminals,411,1186613,411,0,1186613,0,0,1993
SC,public welfare,4770,8950954,4737,49,8899540,51414,5988,1993
SC,health,7446,15705058,7295,240,15318652,386406,26762,1993
SC,hospitals,10487,16382956,10294,240,16003305,379651,34167,1993
SC,social insurance administration,1569,3376580,1569,3,3368626,7954,102,1993
SC,solid waste management,0,0,0,0,0,0,0,1993
SC,sewerage,0,0,0,0,0,0,0,1993
SC,parks and recreation,621,1037355,611,14,1026380,10975,1710,1993
SC,natural resources,2661,4787754,2611,221,4731572,56182,8254,1993
SC,water transport and terminals,0,0,0,0,0,0,0,1993
SC,electric power,1808,5600705,1798,14,5582023,18682,1807,1993
SC,transit,0,0,0,0,0,0,0,1993
SC,elem and sec school instructional,0,0,0,0,0,0,0,1993
SC,elem and sec sch,0,0,0,0,0,0,0,1993
SC,elem and sec admin - clerical,0,0,0,0,0,0,0,1993
SC,elem and sec oper and maintenance,0,0,0,0,0,0,0,1993
SC,elem and sec cafeteria,0,0,0,0,0,0,0,1993
SC,elem and sec bus transportation,0,0,0,0,0,0,0,1993
SC,elem and sec health and recreation,0,0,0,0,0,0,0,1993
SC,elem and sec student employees,0,0,0,0,0,0,0,1993
SC,elem and sec unallocable,0,0,0,0,0,0,0,1993
SC,higher educ instructional,10492,32729140,7840,9356,27418528,5310612,441788,1993
SC,education - higher education other,14396,24487864,11345,9648,21310461,3177403,513698,1993
SC,education - other,2930,6510840,2912,48,6463938,46902,3066,1993
SC,libraries,0,0,0,0,0,0,0,1993
SC,liquor stores,0,0,0,0,0,0,0,1993
SC,other and unallocable,1739,3875828,1725,27,3852402,23426,2573,1993
SD,total,13895,29991490,12221,5729,27349599,2641891,295699,1993
SD,financial administration,476,1115116,467,14,1096657,18459,1464,1993
SD,other government administration,281,610577,264,128,564880,45697,3077,1993
SD,judicial and legal,538,1303539,459,137,999889,303650,14001,1993
SD,police protection - officers,191,503360,191,1,502578,782,44,1993
SD,police protection - other,96,176518,95,2,174587,1931,228,1993
SD,corrections,641,1235977,615,39,1199555,36422,4495,1993
SD,highways,1295,2888772,1231,73,2811390,77382,11413,1993
SD,air transportation,0,0,0,0,0,0,0,1993
SD,water transport and terminals,0,0,0,0,0,0,0,1993
SD,public welfare,1122,2058011,963,273,1850559,207452,28043,1993
SD,health,620,1356206,534,128,1232959,123247,15228,1993
SD,hospitals,1510,2612982,1441,122,2484517,128465,12176,1993
SD,social insurance administration,305,594382,292,18,574137,20245,2291,1993
SD,solid waste management,0,0,0,0,0,0,0,1993
SD,sewerage,0,0,0,0,0,0,0,1993
SD,parks and recreation,146,258285,101,70,214047,44238,7937,1993
SD,natural resources,944,1957757,791,370,1789815,167942,27091,1993
SD,water transport and terminals,0,0,0,0,0,0,0,1993
SD,electric power,0,0,0,0,0,0,0,1993
SD,transit,0,0,0,0,0,0,0,1993
SD,elem and sec school instructional,0,0,0,0,0,0,0,1993
SD,elem and sec sch,0,0,0,0,0,0,0,1993
SD,elem and sec admin - clerical,0,0,0,0,0,0,0,1993
SD,elem and sec oper and maintenance,0,0,0,0,0,0,0,1993
SD,elem and sec cafeteria,0,0,0,0,0,0,0,1993
SD,elem and sec bus transportation,0,0,0,0,0,0,0,1993
SD,elem and sec health and recreation,0,0,0,0,0,0,0,1993
SD,elem and sec student employees,0,0,0,0,0,0,0,1993
SD,elem and sec unallocable,0,0,0,0,0,0,0,1993
SD,higher educ instructional,1627,6091660,1369,985,5409593,682067,45600,1993
SD,education - higher education other,2852,4749034,2212,3268,4054031,695003,113137,1993
SD,education - other,489,1007778,458,60,962674,45104,5357,1993
SD,libraries,0,0,0,0,0,0,0,1993
SD,liquor stores,0,0,0,0,0,0,0,1993
SD,other and unallocable,762,1471536,738,41,1427731,43805,4117,1993
TN,total,77223,169073980,69391,23168,155318268,13755712,1327530,1993
TN,financial administration,2559,5839756,2545,32,5823637,16119,2179,1993
TN,other government administration,548,1382387,469,277,1192969,189418,13742,1993
TN,judicial and legal,1635,5250365,1607,52,5203961,46404,4762,1993
TN,police protection - officers,911,2711954,911,0,2711954,0,0,1993
TN,police protection - other,638,1143032,635,8,1140284,2748,483,1993
TN,corrections,6892,13267388,6888,6,13261986,5402,710,1993
TN,highways,4821,9568178,4821,0,9568178,0,0,1993
TN,air transportation,0,0,0,0,0,0,0,1993
TN,water transport and terminals,0,0,0,0,0,0,0,1993
TN,public welfare,4476,9479418,4464,27,9461028,18390,1968,1993
TN,health,3596,8306673,3570,86,8241851,64822,4526,1993
TN,hospitals,10195,20477037,9943,499,19871364,605673,44223,1993
TN,social insurance administration,1675,3533066,1473,301,3228952,304114,33578,1993
TN,solid waste management,0,0,0,0,0,0,0,1993
TN,sewerage,0,0,0,0,0,0,0,1993
TN,parks and recreation,1135,1668266,1044,146,1592840,75426,15058,1993
TN,natural resources,3171,6608738,3008,580,6349059,259679,28638,1993
TN,water transport and terminals,0,0,0,0,0,0,0,1993
TN,electric power,0,0,0,0,0,0,0,1993
TN,transit,0,0,0,0,0,0,0,1993
TN,elem and sec school instructional,0,0,0,0,0,0,0,1993
TN,elem and sec sch,0,0,0,0,0,0,0,1993
TN,elem and sec admin - clerical,0,0,0,0,0,0,0,1993
TN,elem and sec oper and maintenance,0,0,0,0,0,0,0,1993
TN,elem and sec cafeteria,0,0,0,0,0,0,0,1993
TN,elem and sec bus transportation,0,0,0,0,0,0,0,1993
TN,elem and sec health and recreation,0,0,0,0,0,0,0,1993
TN,elem and sec student employees,0,0,0,0,0,0,0,1993
TN,elem and sec unallocable,0,0,0,0,0,0,0,1993
TN,higher educ instructional,11953,37062409,9074,7057,30818898,6243511,482485,1993
TN,education - higher education other,18180,32263155,14142,13907,26426591,5836564,688471,1993
TN,education - other,2120,4624762,2094,109,4561745,63017,4423,1993
TN,libraries,0,0,0,0,0,0,0,1993
TN,liquor stores,0,0,0,0,0,0,0,1993
TN,other and unallocable,2718,5887396,2703,81,5862971,24425,2284,1993
TX,total,247494,593951480,228231,54858,553690822,40260658,3409539,1993
TX,financial administration,8155,20228634,8046,215,20034965,193669,19134,1993
TX,other government administration,1482,3869028,1406,221,3700101,168927,13619,1993
TX,judicial and legal,4782,15910858,4768,32,15857996,52862,2781,1993
TX,police protection - officers,1496,4532172,1496,0,4532172,0,0,1993
TX,police protection - other,1569,3901666,1546,49,3868416,33250,4116,1993
TX,corrections,31632,63940191,31596,66,63870473,69718,6419,1993
TX,highways,13653,30679260,13538,172,30519612,159648,20472,1993
TX,air transportation,0,0,0,0,0,0,0,1993
TX,water transport and terminals,0,0,0,0,0,0,0,1993
TX,public welfare,22877,44138974,22743,234,43919210,219764,23638,1993
TX,health,10542,22441549,9998,808,20831154,1610395,96198,1993
TX,hospitals,41010,92231429,39705,1973,89617641,2613788,230854,1993
TX,social insurance administration,6993,15034394,6851,295,14809084,225310,25054,1993
TX,solid waste management,0,0,0,0,0,0,0,1993
TX,sewerage,0,0,0,0,0,0,0,1993
TX,parks and recreation,1109,1990307,824,490,1640782,349525,50378,1993
TX,natural resources,11551,24873296,11153,2226,23717348,1155948,70909,1993
TX,water transport and terminals,0,0,0,0,0,0,0,1993
TX,electric power,0,0,0,0,0,0,0,1993
TX,transit,5,19367,5,0,19367,0,0,1993
TX,elem and sec school instructional,0,0,0,0,0,0,0,1993
TX,elem and sec sch,0,0,0,0,0,0,0,1993
TX,elem and sec admin - clerical,0,0,0,0,0,0,0,1993
TX,elem and sec oper and maintenance,0,0,0,0,0,0,0,1993
TX,elem and sec cafeteria,0,0,0,0,0,0,0,1993
TX,elem and sec bus transportation,0,0,0,0,0,0,0,1993
TX,elem and sec health and recreation,0,0,0,0,0,0,0,1993
TX,elem and sec student employees,0,0,0,0,0,0,0,1993
TX,elem and sec unallocable,0,0,0,0,0,0,0,1993
TX,higher educ instructional,24262,111902226,19073,15341,94284446,17617780,918067,1993
TX,education - higher education other,55030,109616756,44349,32270,94228606,15388150,1890012,1993
TX,education - other,4565,11236744,4447,276,11001406,235338,20680,1993
TX,libraries,0,0,0,0,0,0,0,1993
TX,liquor stores,0,0,0,0,0,0,0,1993
TX,other and unallocable,6781,17404629,6687,190,17238043,166586,17208,1993
UT,total,42031,89200630,37337,11635,82355829,6844801,830438,1993
UT,financial administration,1312,3117168,1274,73,3057138,60030,6738,1993
UT,other government administration,284,588130,211,181,522323,65807,12972,1993
UT,judicial and legal,1152,3169643,1097,140,3069139,100504,9726,1993
UT,police protection - officers,371,1016106,371,0,1016106,0,0,1993
UT,police protection - other,306,726208,284,62,686739,39469,3970,1993
UT,corrections,2157,4675214,1980,390,4380088,295126,31380,1993
UT,highways,1843,4600805,1696,177,4405430,195375,25965,1993
UT,air transportation,0,0,0,0,0,0,0,1993
UT,water transport and terminals,0,0,0,0,0,0,0,1993
UT,public welfare,2660,5664317,2535,235,5417995,246322,22037,1993
UT,health,1224,3133126,1177,120,3009131,123995,8447,1993
UT,hospitals,4922,9810706,4827,227,9671777,138929,16860,1993
UT,social insurance administration,640,1609334,576,191,1466746,142588,11283,1993
UT,solid waste management,0,0,0,0,0,0,0,1993
UT,sewerage,0,0,0,0,0,0,0,1993
UT,parks and recreation,267,573475,215,79,511483,61992,9131,1993
UT,natural resources,1356,3312424,1205,463,3067618,244806,26698,1993
UT,water transport and terminals,0,0,0,0,0,0,0,1993
UT,electric power,0,0,0,0,0,0,0,1993
UT,transit,0,0,0,0,0,0,0,1993
UT,elem and sec school instructional,0,0,0,0,0,0,0,1993
UT,elem and sec sch,0,0,0,0,0,0,0,1993
UT,elem and sec admin - clerical,0,0,0,0,0,0,0,1993
UT,elem and sec oper and maintenance,0,0,0,0,0,0,0,1993
UT,elem and sec cafeteria,0,0,0,0,0,0,0,1993
UT,elem and sec bus transportation,0,0,0,0,0,0,0,1993
UT,elem and sec health and recreation,0,0,0,0,0,0,0,1993
UT,elem and sec student employees,0,0,0,0,0,0,0,1993
UT,elem and sec unallocable,0,0,0,0,0,0,0,1993
UT,higher educ instructional,5528,17158594,3966,3196,14656448,2502146,276411,1993
UT,education - higher education other,15364,23829224,13464,5546,21487108,2342116,336277,1993
UT,education - other,893,2126460,798,234,1983779,142681,16784,1993
UT,libraries,0,0,0,0,0,0,0,1993
UT,liquor stores,233,398866,188,118,349115,49751,7957,1993
UT,other and unallocable,1519,3690830,1473,203,3597666,93164,7802,1993
VT,total,12686,30861556,11418,3015,28592378,2269178,218147,1993
VT,financial administration,471,1026558,451,28,995436,31122,3562,1993
VT,other government administration,371,766739,354,44,719863,46876,3102,1993
VT,judicial and legal,481,1376637,426,94,1264031,112606,9930,1993
VT,police protection - officers,304,1231593,299,23,1223357,8236,941,1993
VT,police protection - other,160,415189,144,30,400364,14825,2823,1993
VT,corrections,737,1736307,698,38,1680643,55664,6826,1993
VT,highways,1088,2637806,1083,8,2624805,13001,945,1993
VT,air transportation,0,0,0,0,0,0,0,1993
VT,water transport and terminals,0,0,0,0,0,0,0,1993
VT,public welfare,1204,2637434,927,430,2252083,385351,48887,1993
VT,health,465,1221469,413,85,1083375,138094,9267,1993
VT,hospitals,317,750999,301,31,706821,44178,2814,1993
VT,social insurance administration,365,848766,337,32,797760,51006,4871,1993
VT,solid waste management,0,0,0,0,0,0,0,1993
VT,sewerage,0,0,0,0,0,0,0,1993
VT,parks and recreation,201,395790,195,8,381873,13917,1052,1993
VT,natural resources,650,1671299,623,40,1614350,56949,4810,1993
VT,water transport and terminals,0,0,0,0,0,0,0,1993
VT,electric power,0,0,0,0,0,0,0,1993
VT,transit,0,0,0,0,0,0,0,1993
VT,elem and sec school instructional,0,0,0,0,0,0,0,1993
VT,elem and sec sch,0,0,0,0,0,0,0,1993
VT,elem and sec admin - clerical,0,0,0,0,0,0,0,1993
VT,elem and sec oper and maintenance,0,0,0,0,0,0,0,1993
VT,elem and sec cafeteria,0,0,0,0,0,0,0,1993
VT,elem and sec bus transportation,0,0,0,0,0,0,0,1993
VT,elem and sec health and recreation,0,0,0,0,0,0,0,1993
VT,elem and sec student employees,0,0,0,0,0,0,0,1993
VT,elem and sec unallocable,0,0,0,0,0,0,0,1993
VT,higher educ instructional,1664,5249259,1352,962,4575476,673783,51702,1993
VT,education - higher education other,2740,5368665,2464,955,4957555,411110,45792,1993
VT,education - other,337,919967,315,49,879487,40480,3894,1993
VT,libraries,0,0,0,0,0,0,0,1993
VT,liquor stores,83,185188,70,27,168758,16430,2338,1993
VT,other and unallocable,1048,2421891,966,131,2266341,155550,14591,1993
VA,total,118071,268626656,100518,45208,236751306,31875350,3106377,1993
VA,financial administration,4317,9851540,3934,703,9307752,543788,67708,1993
VA,other government administration,646,1778277,503,302,1321185,457092,24113,1993
VA,judicial and legal,2752,7858690,2547,574,7408780,449910,35854,1993
VA,police protection - officers,1646,6369040,1646,0,6369040,0,0,1993
VA,police protection - other,772,1854358,707,161,1757268,97090,11558,1993
VA,corrections,10790,20411074,10554,512,20010144,400930,41706,1993
VA,highways,11281,21769367,10713,1013,20668002,1101365,100581,1993
VA,air transportation,0,0,0,0,0,0,0,1993
VA,water transport and terminals,145,359172,145,0,359172,0,0,1993
VA,public welfare,2368,5460216,2149,336,5004364,455852,38898,1993
VA,health,6746,15328312,5924,1503,13931018,1397294,145616,1993
VA,hospitals,19455,37052454,18641,2291,35721945,1330509,144207,1993
VA,social insurance administration,1753,3797850,1455,654,3344114,453736,52634,1993
VA,solid waste management,0,0,0,0,0,0,0,1993
VA,sewerage,0,0,0,0,0,0,0,1993
VA,parks and recreation,869,1541816,544,664,1020166,521650,57615,1993
VA,natural resources,3345,7459940,2884,703,6857499,602441,81690,1993
VA,water transport and terminals,0,0,0,0,0,0,0,1993
VA,electric power,0,0,0,0,0,0,0,1993
VA,transit,0,0,0,0,0,0,0,1993
VA,elem and sec school instructional,0,0,0,0,0,0,0,1993
VA,elem and sec sch,0,0,0,0,0,0,0,1993
VA,elem and sec admin - clerical,0,0,0,0,0,0,0,1993
VA,elem and sec oper and maintenance,0,0,0,0,0,0,0,1993
VA,elem and sec cafeteria,0,0,0,0,0,0,0,1993
VA,elem and sec bus transportation,0,0,0,0,0,0,0,1993
VA,elem and sec health and recreation,0,0,0,0,0,0,0,1993
VA,elem and sec student employees,0,0,0,0,0,0,0,1993
VA,elem and sec unallocable,0,0,0,0,0,0,0,1993
VA,higher educ instructional,16043,58297632,11605,10730,45359076,12938556,785956,1993
VA,education - higher education other,27073,50706586,19437,23000,41070647,9635939,1351622,1993
VA,education - other,3124,7039830,2865,573,6560053,479777,46032,1993
VA,libraries,0,0,0,0,0,0,0,1993
VA,liquor stores,1275,2259880,856,1064,1678134,581746,74158,1993
VA,other and unallocable,3671,9430622,3409,425,9002947,427675,46429,1993
WA,total,96414,281028434,82025,44169,245042926,35985508,2546633,1993
WA,financial administration,2635,8556420,2527,137,8317698,238722,19226,1993
WA,other government administration,992,3924154,859,418,2738539,1185615,23642,1993
WA,judicial and legal,1460,5573892,1382,145,5447786,126106,13684,1993
WA,police protection - officers,990,3597840,990,0,3597840,0,0,1993
WA,police protection - other,860,2241738,859,3,2238974,2764,262,1993
WA,corrections,7415,16783980,7246,1062,15131980,1652000,29904,1993
WA,highways,6359,20727211,6194,320,20163796,563415,29252,1993
WA,air transportation,0,0,0,0,0,0,0,1993
WA,water transport and terminals,0,0,0,0,0,0,0,1993
WA,public welfare,7181,19693272,6775,497,18860576,832696,71800,1993
WA,health,7383,21554055,6741,898,20172547,1381508,113476,1993
WA,hospitals,8187,26491538,6764,2410,21146466,5345072,251918,1993
WA,social insurance administration,4488,11754536,4074,787,10300746,1453790,73462,1993
WA,solid waste management,0,0,0,0,0,0,0,1993
WA,sewerage,0,0,0,0,0,0,0,1993
WA,parks and recreation,516,1282926,435,114,1191446,91480,14338,1993
WA,natural resources,5502,14452646,5035,932,13785492,667154,82906,1993
WA,water transport and terminals,0,0,0,0,0,0,0,1993
WA,electric power,0,0,0,0,0,0,0,1993
WA,transit,0,0,0,0,0,0,0,1993
WA,elem and sec school instructional,0,0,0,0,0,0,0,1993
WA,elem and sec sch,0,0,0,0,0,0,0,1993
WA,elem and sec admin - clerical,0,0,0,0,0,0,0,1993
WA,elem and sec oper and maintenance,0,0,0,0,0,0,0,1993
WA,elem and sec cafeteria,0,0,0,0,0,0,0,1993
WA,elem and sec bus transportation,0,0,0,0,0,0,0,1993
WA,elem and sec health and recreation,0,0,0,0,0,0,0,1993
WA,elem and sec student employees,0,0,0,0,0,0,0,1993
WA,elem and sec unallocable,0,0,0,0,0,0,0,1993
WA,higher educ instructional,12145,49231395,9939,9115,42051772,7179623,390073,1993
WA,education - higher education other,22784,54622931,15147,26449,40243362,14379569,1351586,1993
WA,education - other,1636,4331733,1531,193,4172749,158984,18455,1993
WA,libraries,0,0,0,0,0,0,0,1993
WA,liquor stores,922,2225858,643,466,1684768,541090,49454,1993
WA,other and unallocable,4959,13982309,4884,223,13796389,185920,13195,1993
WV,total,33412,66260320,30595,9675,61646849,4613471,473550,1993
WV,financial administration,1033,1731790,1030,5,1728850,2940,380,1993
WV,other government administration,270,586055,249,216,533552,52503,3453,1993
WV,judicial and legal,1031,2247820,1016,29,2227182,20638,2676,1993
WV,police protection - officers,489,1442672,489,0,1442672,0,0,1993
WV,police protection - other,322,420654,319,6,416258,4396,530,1993
WV,corrections,801,1259722,799,5,1255330,4392,372,1993
WV,highways,5699,10332159,5682,19,10308626,23533,3022,1993
WV,air transportation,0,0,0,0,0,0,0,1993
WV,water transport and terminals,0,0,0,0,0,0,0,1993
WV,public welfare,2511,3893850,2509,3,3891358,2492,272,1993
WV,health,707,1486124,689,27,1460204,25920,3200,1993
WV,hospitals,2165,3174246,2133,100,3069106,105140,5700,1993
WV,social insurance administration,832,1488204,784,75,1428692,59512,8020,1993
WV,solid waste management,9,18648,9,0,18648,0,0,1993
WV,sewerage,0,0,0,0,0,0,0,1993
WV,parks and recreation,923,1051388,543,589,714740,336648,67330,1993
WV,natural resources,1815,3854994,1708,232,3748908,106086,18014,1993
WV,water transport and terminals,0,0,0,0,0,0,0,1993
WV,electric power,0,0,0,0,0,0,0,1993
WV,transit,0,0,0,0,0,0,0,1993
WV,elem and sec school instructional,0,0,0,0,0,0,0,1993
WV,elem and sec sch,0,0,0,0,0,0,0,1993
WV,elem and sec admin - clerical,0,0,0,0,0,0,0,1993
WV,elem and sec oper and maintenance,0,0,0,0,0,0,0,1993
WV,elem and sec cafeteria,0,0,0,0,0,0,0,1993
WV,elem and sec bus transportation,0,0,0,0,0,0,0,1993
WV,elem and sec health and recreation,0,0,0,0,0,0,0,1993
WV,elem and sec student employees,0,0,0,0,0,0,0,1993
WV,elem and sec unallocable,0,0,0,0,0,0,0,1993
WV,higher educ instructional,3928,14172811,3188,3044,11875605,2297206,122716,1993
WV,education - higher education other,7507,12595779,6192,5037,11187671,1408108,218373,1993
WV,education - other,1520,3100568,1448,189,3000258,100310,11964,1993
WV,libraries,0,0,0,0,0,0,0,1993
WV,liquor stores,55,89300,55,0,89300,0,0,1993
WV,other and unallocable,1795,3313536,1753,99,3249889,63647,7528,1993
WI,total,69577,192481353,56479,39320,164529194,27952159,2316982,1993
WI,financial administration,2992,7590047,2605,651,6846778,743269,68431,1993
WI,other government administration,967,2682404,782,281,2120536,561868,31902,1993
WI,judicial and legal,1963,7624716,1798,263,7187608,437108,29181,1993
WI,police protection - officers,558,1585021,479,79,1353786,231235,13995,1993
WI,police protection - other,302,790645,278,42,737576,53069,4311,1993
WI,corrections,5641,13802832,5310,531,13058651,744181,58132,1993
WI,highways,2191,6751411,2025,272,6448306,303105,29366,1993
WI,air transportation,0,0,0,0,0,0,0,1993
WI,water transport and terminals,0,0,0,0,0,0,0,1993
WI,public welfare,1247,3004496,1000,394,2497076,507420,43556,1993
WI,health,1646,4655792,1478,343,4250121,405671,29713,1993
WI,hospitals,7873,18797331,6248,2655,15322307,3475024,287657,1993
WI,social insurance administration,845,2070123,807,35,1987317,82806,6642,1993
WI,solid waste management,0,0,0,0,0,0,0,1993
WI,sewerage,0,0,0,0,0,0,0,1993
WI,parks and recreation,271,506176,188,221,389987,116189,14736,1993
WI,natural resources,2693,5969789,2222,959,5165435,804354,83514,1993
WI,water transport and terminals,0,0,0,0,0,0,0,1993
WI,electric power,0,0,0,0,0,0,0,1993
WI,transit,0,0,0,0,0,0,0,1993
WI,elem and sec school instructional,0,0,0,0,0,0,0,1993
WI,elem and sec sch,0,0,0,0,0,0,0,1993
WI,elem and sec admin - clerical,0,0,0,0,0,0,0,1993
WI,elem and sec oper and maintenance,0,0,0,0,0,0,0,1993
WI,elem and sec cafeteria,0,0,0,0,0,0,0,1993
WI,elem and sec bus transportation,0,0,0,0,0,0,0,1993
WI,elem and sec health and recreation,0,0,0,0,0,0,0,1993
WI,elem and sec student employees,0,0,0,0,0,0,0,1993
WI,elem and sec unallocable,0,0,0,0,0,0,0,1993
WI,higher educ instructional,11878,44263723,9844,7339,38971714,5292009,359992,1993
WI,education - higher education other,21991,54363792,15613,23781,41713828,12649964,1128935,1993
WI,education - other,1328,4006233,1190,338,3672619,333614,24558,1993
WI,libraries,0,0,0,0,0,0,0,1993
WI,liquor stores,0,0,0,0,0,0,0,1993
WI,other and unallocable,5191,14016822,4612,1136,12805549,1211273,102361,1993
WY,total,10874,22021184,9507,9156,20225692,1795492,241644,1993
WY,financial administration,494,1070775,487,12,1062482,8293,1153,1993
WY,other government administration,100,238952,98,35,233441,5511,492,1993
WY,judicial and legal,358,942574,339,44,896995,45579,3477,1993
WY,police protection - officers,143,321064,143,0,321064,0,0,1993
WY,police protection - other,95,169633,86,6,156439,13194,1610,1993
WY,corrections,473,833649,471,2,831313,2336,266,1993
WY,highways,1878,3849019,1738,120,3568811,280208,24720,1993
WY,air transportation,0,0,0,0,0,0,0,1993
WY,water transport and terminals,0,0,0,0,0,0,0,1993
WY,public welfare,307,564304,307,0,564304,0,0,1993
WY,health,521,1064915,501,33,1032345,32570,3594,1993
WY,hospitals,1221,2371798,1151,117,2250820,120978,12352,1993
WY,social insurance administration,396,775899,361,49,722783,53116,6190,1993
WY,solid waste management,0,0,0,0,0,0,0,1993
WY,sewerage,0,0,0,0,0,0,0,1993
WY,parks and recreation,121,234183,116,12,227578,6605,842,1993
WY,natural resources,710,1532617,680,94,1498610,34007,5160,1993
WY,water transport and terminals,0,0,0,0,0,0,0,1993
WY,electric power,0,0,0,0,0,0,0,1993
WY,transit,0,0,0,0,0,0,0,1993
WY,elem and sec school instructional,0,0,0,0,0,0,0,1993
WY,elem and sec sch,0,0,0,0,0,0,0,1993
WY,elem and sec admin - clerical,0,0,0,0,0,0,0,1993
WY,elem and sec oper and maintenance,0,0,0,0,0,0,0,1993
WY,elem and sec cafeteria,0,0,0,0,0,0,0,1993
WY,elem and sec bus transportation,0,0,0,0,0,0,0,1993
WY,elem and sec health and recreation,0,0,0,0,0,0,0,1993
WY,elem and sec student employees,0,0,0,0,0,0,0,1993
WY,elem and sec unallocable,0,0,0,0,0,0,0,1993
WY,higher educ instructional,996,2946649,744,672,2404750,541899,44527,1993
WY,education - higher education other,2178,3334788,1438,1915,2733085,601703,130956,1993
WY,education - other,149,316589,145,5962,310627,5962,789,1993
WY,libraries,0,0,0,0,0,0,0,1993
WY,liquor stores,36,54006,34,2,52391,1615,317,1993
WY,other and unallocable,698,1399770,668,81,1357854,41916,5199,1993
