state,government_function,year,full_time_employees,full_time_pay,part_time_employees,part_time_pay,part_time_hours,full_time_equivalent_employees,total_march_pay,equivalent_employees,march_pay,total_employees,october_total_pay,total_october_pay,total_march_full_time_and_part_time_employees
RI,water transport and terminals,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
RI,public welfare,2013,1214,7180916,12,24554,1242,1222,7205470,NA,NA,NA,NA,NA,1226
RI,health,2013,920,5084844,24,13587,1158,928,5098431,NA,NA,NA,NA,NA,944
RI,hospitals,2013,791,4255525,1,4032,100,792,4259557,NA,NA,NA,NA,NA,792
RI,social insurance administration,2013,400,2016495,4,15969,567,404,2032464,NA,NA,NA,NA,NA,404
RI,solid waste management,2013,101,611758,4,5806,89,102,617564,NA,NA,NA,NA,NA,105
RI,sewerage,2013,250,1208072,0,0,0,250,1208072,NA,NA,NA,NA,NA,250
RI,parks and recreation,2013,61,207328,0,0,0,61,207328,NA,NA,NA,NA,NA,61
RI,housing and community development,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
RI,natural resources,2013,376,2205721,0,0,0,376,2205721,NA,NA,NA,NA,NA,376
RI,water transport and terminals,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
RI,electric power,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
RI,gas supply,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
RI,transit,2013,754,3818013,0,0,0,754,3818013,NA,NA,NA,NA,NA,754
RI,education total,2013,4864,25755517,6525,6148964,217348,6272,31904481,NA,NA,NA,NA,NA,11389
RI,education - elementary and secondary total,2013,414,2156220,61,50826,3585,441,2207046,NA,NA,NA,NA,NA,475
RI,education - elementary and secondary instructional,2013,311,1758311,20,26301,667,316,1784612,NA,NA,NA,NA,NA,331
RI,education - elementary and secondary other,2013,103,397909,41,24525,2918,125,422434,NA,NA,NA,NA,NA,144
RI,education - higher education total,2013,3945,20540957,6455,6080324,212996,5321,26621281,NA,NA,NA,NA,NA,10400
RI,education - higher education instructional,2013,1363,8698531,2193,3780035,81057,1887,12478566,NA,NA,NA,NA,NA,3556
RI,education - higher education other,2013,2582,11842426,4262,2300289,131939,3434,14142715,NA,NA,NA,NA,NA,6844
RI,education - other,2013,505,3058340,9,17814,767,510,3076154,NA,NA,NA,NA,NA,514
RI,libraries,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
RI,liquor stores,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
RI,other and unallocable,2013,1711,9941717,56,97735,4421,1738,10039452,NA,NA,NA,NA,NA,1767
SC,total,2013,70570,278455692,21610,23801054,1394921,78857,302256746,NA,NA,NA,NA,NA,92180
SC,financial administration,2013,3364,11653702,202,332454,20964,3490,11986156,NA,NA,NA,NA,NA,3566
SC,other government administration,2013,540,2170969,497,336829,22156,674,2507798,NA,NA,NA,NA,NA,1037
SC,judicial and legal,2013,809,3954642,13,23570,1084,815,3978212,NA,NA,NA,NA,NA,822
SC,police protection total,2013,2016,7448348,4,7284,378,2017,7455632,NA,NA,NA,NA,NA,2020
SC,police protection - officers,2013,1345,5274574,1,1800,60,1345,5276374,NA,NA,NA,NA,NA,1346
SC,police protection - other,2013,671,2173774,3,5484,318,672,2179258,NA,NA,NA,NA,NA,674
SC,fire protection total,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
SC,fire protection - firefighters,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
SC,fire protection - other,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
SC,corrections,2013,8138,23201546,62,111980,5900,8174,23313526,NA,NA,NA,NA,NA,8200
SC,highways,2013,4423,14485882,8,19484,1040,4429,14505366,NA,NA,NA,NA,NA,4431
SC,air transportation,2013,13,61332,2,2100,56,13,63432,NA,NA,NA,NA,NA,15
SC,water transport and terminals,2013,480,2769801,5,2673,182,481,2772474,NA,NA,NA,NA,NA,485
SC,public welfare,2013,4680,13142972,5,7382,440,4683,13150354,NA,NA,NA,NA,NA,4685
SC,health,2013,5196,17929105,376,864415,38677,5427,18793520,NA,NA,NA,NA,NA,5572
SC,hospitals,2013,6767,20191084,331,1315808,39818,6995,21506892,NA,NA,NA,NA,NA,7098
SC,social insurance administration,2013,1191,3823772,78,121498,8496,1242,3945270,NA,NA,NA,NA,NA,1269
SC,solid waste management,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
SC,sewerage,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
SC,parks and recreation,2013,764,1691720,43,30428,2878,781,1722148,NA,NA,NA,NA,NA,807
SC,housing and community development,2013,139,578140,1,350,10,139,578490,NA,NA,NA,NA,NA,140
SC,natural resources,2013,1926,6151526,225,195500,22088,2060,6347026,NA,NA,NA,NA,NA,2151
SC,water transport and terminals,2013,13,76747,0,0,0,13,76747,NA,NA,NA,NA,NA,13
SC,electric power,2013,1787,11348710,9,35201,1231,1794,11383911,NA,NA,NA,NA,NA,1796
SC,gas supply,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
SC,transit,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
SC,education total,2013,26934,132760544,19691,20316368,1225153,34213,153076912,NA,NA,NA,NA,NA,46625
SC,education - elementary and secondary total,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
SC,education - elementary and secondary instructional,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
SC,education - elementary and secondary other,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
SC,education - higher education total,2013,24046,122245054,19518,20049480,1210901,31239,142294534,NA,NA,NA,NA,NA,43564
SC,education - higher education instructional,2013,8644,57297039,7743,9753185,428379,11195,67050224,NA,NA,NA,NA,NA,16387
SC,education - higher education other,2013,15402,64948015,11775,10296295,782522,20044,75244310,NA,NA,NA,NA,NA,27177
SC,education - other,2013,2888,10515490,173,266888,14252,2974,10782378,NA,NA,NA,NA,NA,3061
SC,libraries,2013,34,121400,0,0,0,34,121400,NA,NA,NA,NA,NA,34
SC,liquor stores,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
SC,other and unallocable,2013,1356,4893750,58,77730,4370,1383,4971480,NA,NA,NA,NA,NA,1414
SD,total,2013,12536,49957708,6234,5320247,337799,14442,55277955,NA,NA,NA,NA,NA,18770
SD,financial administration,2013,433,1943975,15,27306,1575,442,1971281,NA,NA,NA,NA,NA,448
SD,other government administration,2013,305,1205813,22,31308,1957,316,1237121,NA,NA,NA,NA,NA,327
SD,judicial and legal,2013,597,2638441,87,124892,7880,642,2763333,NA,NA,NA,NA,NA,684
SD,police protection total,2013,307,1213160,19,33778,1560,316,1246938,NA,NA,NA,NA,NA,326
SD,police protection - officers,2013,194,872906,0,0,0,194,872906,NA,NA,NA,NA,NA,194
SD,police protection - other,2013,113,340254,19,33778,1560,122,374032,NA,NA,NA,NA,NA,132
SD,fire protection total,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
SD,fire protection - firefighters,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
SD,fire protection - other,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
SD,corrections,2013,853,2737276,25,36855,2726,868,2774131,NA,NA,NA,NA,NA,878
SD,highways,2013,957,3841387,79,89665,5646,989,3931052,NA,NA,NA,NA,NA,1036
SD,air transportation,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
SD,water transport and terminals,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
SD,public welfare,2013,1640,5643158,124,207191,13352,1715,5850349,NA,NA,NA,NA,NA,1764
SD,health,2013,505,2127711,134,372976,16953,601,2500687,NA,NA,NA,NA,NA,639
SD,hospitals,2013,348,1046593,49,68878,4836,375,1115471,NA,NA,NA,NA,NA,397
SD,social insurance administration,2013,268,776546,5,7757,483,271,784303,NA,NA,NA,NA,NA,273
SD,solid waste management,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
SD,sewerage,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
SD,parks and recreation,2013,121,396249,24,21029,1944,132,417278,NA,NA,NA,NA,NA,145
SD,housing and community development,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
SD,natural resources,2013,782,2836651,477,519046,33849,973,3355697,NA,NA,NA,NA,NA,1259
SD,water transport and terminals,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
SD,electric power,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
SD,gas supply,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
SD,transit,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
SD,education total,2013,4624,20417165,5128,3719565,240799,5983,24136730,NA,NA,NA,NA,NA,9752
SD,education - elementary and secondary total,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
SD,education - elementary and secondary instructional,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
SD,education - elementary and secondary other,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
SD,education - higher education total,2013,4275,19144160,5110,3694946,238875,5623,22839106,NA,NA,NA,NA,NA,9385
SD,education - higher education instructional,2013,1568,9639137,1443,2067970,88996,2070,11707107,NA,NA,NA,NA,NA,3011
SD,education - higher education other,2013,2707,9505023,3667,1626976,149879,3553,11131999,NA,NA,NA,NA,NA,6374
SD,education - other,2013,349,1273005,18,24619,1924,360,1297624,NA,NA,NA,NA,NA,367
SD,libraries,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
SD,liquor stores,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
SD,other and unallocable,2013,796,3133583,46,60001,4239,819,3193584,NA,NA,NA,NA,NA,842
TN,total,2013,71109,288628967,27421,26974917,1608393,80587,315603884,NA,NA,NA,NA,NA,98530
TN,financial administration,2013,3253,14059630,32,52022,3635,3274,14111652,NA,NA,NA,NA,NA,3285
TN,other government administration,2013,757,3194358,17,17813,697,762,3212171,NA,NA,NA,NA,NA,774
TN,judicial and legal,2013,2443,13386646,46,63830,2575,2458,13450476,NA,NA,NA,NA,NA,2489
TN,police protection total,2013,1603,7786650,6,13494,582,1607,7800144,NA,NA,NA,NA,NA,1609
TN,police protection - officers,2013,1211,6374922,0,0,0,1211,6374922,NA,NA,NA,NA,NA,1211
TN,police protection - other,2013,392,1411728,6,13494,582,396,1425222,NA,NA,NA,NA,NA,398
TN,fire protection total,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
TN,fire protection - firefighters,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
TN,fire protection - other,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
TN,corrections,2013,7035,20734542,40,88508,5214,7067,20823050,NA,NA,NA,NA,NA,7075
TN,highways,2013,3598,12705940,0,0,0,3598,12705940,NA,NA,NA,NA,NA,3598
TN,air transportation,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
TN,water transport and terminals,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
TN,public welfare,2013,7512,24933062,7,14366,710,7516,24947428,NA,NA,NA,NA,NA,7519
TN,health,2013,4111,17323923,151,405354,16723,4207,17729277,NA,NA,NA,NA,NA,4262
TN,hospitals,2013,3726,13655369,115,438708,17309,3824,14094077,NA,NA,NA,NA,NA,3841
TN,social insurance administration,2013,1154,3823104,261,484058,34342,1361,4307162,NA,NA,NA,NA,NA,1415
TN,solid waste management,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
TN,sewerage,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
TN,parks and recreation,2013,966,2452918,211,160386,17912,1074,2613304,NA,NA,NA,NA,NA,1177
TN,housing and community development,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
TN,natural resources,2013,3474,14168458,527,746376,59276,3819,14914834,NA,NA,NA,NA,NA,4001
TN,water transport and terminals,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
TN,electric power,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
TN,gas supply,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
TN,transit,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
TN,education total,2013,28812,130220964,25901,24404798,1446056,37335,154625762,NA,NA,NA,NA,NA,54713
TN,education - elementary and secondary total,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
TN,education - elementary and secondary instructional,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
TN,education - elementary and secondary other,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
TN,education - higher education total,2013,26746,122358987,25644,24129061,1432606,35188,146488048,NA,NA,NA,NA,NA,52390
TN,education - higher education instructional,2013,9025,56331845,10631,12781986,584376,12501,69113831,NA,NA,NA,NA,NA,19656
TN,education - higher education other,2013,17721,66027142,15013,11347075,848230,22687,77374217,NA,NA,NA,NA,NA,32734
TN,education - other,2013,2066,7861977,257,275737,13450,2147,8137714,NA,NA,NA,NA,NA,2323
TN,libraries,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
TN,liquor stores,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
TN,other and unallocable,2013,2665,10183403,107,85204,3362,2685,10268607,NA,NA,NA,NA,NA,2772
TX,total,2013,266154,1249233962,88003,128473223,6844662,304828,1377707185,NA,NA,NA,NA,NA,354157
TX,financial administration,2013,7254,32586178,226,297077,18115,7357,32883255,NA,NA,NA,NA,NA,7480
TX,other government administration,2013,2197,9654629,457,466802,27654,2354,10121431,NA,NA,NA,NA,NA,2654
TX,judicial and legal,2013,5523,27875286,140,628042,19036,5630,28503328,NA,NA,NA,NA,NA,5663
TX,police protection total,2013,6611,33679272,87,94531,7174,6652,33773803,NA,NA,NA,NA,NA,6698
TX,police protection - officers,2013,3447,21962127,0,0,0,3447,21962127,NA,NA,NA,NA,NA,3447
TX,police protection - other,2013,3164,11717145,87,94531,7174,3205,11811676,NA,NA,NA,NA,NA,3251
TX,fire protection total,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
TX,fire protection - firefighters,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
TX,fire protection - other,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
TX,corrections,2013,39857,117601047,628,853027,53618,40160,118454074,NA,NA,NA,NA,NA,40485
TX,highways,2013,12679,53461158,290,447557,15098,12765,53908715,NA,NA,NA,NA,NA,12969
TX,air transportation,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
TX,water transport and terminals,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
TX,public welfare,2013,22637,70152042,49,110333,4879,22665,70262375,NA,NA,NA,NA,NA,22686
TX,health,2013,18576,81273626,796,2276646,78505,19019,83550272,NA,NA,NA,NA,NA,19372
TX,hospitals,2013,23107,106244288,2734,10960993,306908,24841,117205281,NA,NA,NA,NA,NA,25841
TX,social insurance administration,2013,4269,14989758,34,68216,3057,4287,15057974,NA,NA,NA,NA,NA,4303
TX,solid waste management,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
TX,sewerage,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
TX,parks and recreation,2013,1114,3507257,120,147342,14149,1194,3654599,NA,NA,NA,NA,NA,1234
TX,housing and community development,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
TX,natural resources,2013,9643,45160139,2563,2806609,156037,10525,47966748,NA,NA,NA,NA,NA,12206
TX,water transport and terminals,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
TX,electric power,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
TX,gas supply,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
TX,transit,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
TX,education total,2013,105574,622138615,79654,108819023,6117049,140136,730957638,NA,NA,NA,NA,NA,185228
TX,education - elementary and secondary total,2013,16,73427,3,4383,136,17,77810,NA,NA,NA,NA,NA,19
TX,education - elementary and secondary instructional,2013,14,66609,3,4383,136,15,70992,NA,NA,NA,NA,NA,17
TX,education - elementary and secondary other,2013,2,6818,0,0,0,2,6818,NA,NA,NA,NA,NA,2
TX,education - higher education total,2013,101393,603301648,79329,107857350,6077681,135732,711158998,NA,NA,NA,NA,NA,180722
TX,education - higher education instructional,2013,25409,258104171,28829,51525076,2099459,37272,309629247,NA,NA,NA,NA,NA,54238
TX,education - higher education other,2013,75984,345197477,50500,56332274,3978222,98460,401529751,NA,NA,NA,NA,NA,126484
TX,education - other,2013,4165,18763540,322,957290,39232,4387,19720830,NA,NA,NA,NA,NA,4487
TX,libraries,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
TX,liquor stores,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
TX,other and unallocable,2013,7113,30910667,225,497025,23383,7243,31407692,NA,NA,NA,NA,NA,7338
UT,total,2013,45095,208051840,26228,29578523,1553407,53868,237630363,NA,NA,NA,NA,NA,71323
UT,financial administration,2013,2351,10842235,188,151600,12092,2418,10993835,NA,NA,NA,NA,NA,2539
UT,other government administration,2013,407,2104160,167,274570,16917,502,2378730,NA,NA,NA,NA,NA,574
UT,judicial and legal,2013,1522,6497228,114,227893,8959,1573,6725121,NA,NA,NA,NA,NA,1636
UT,police protection total,2013,798,3272478,59,63478,4213,822,3335956,NA,NA,NA,NA,NA,857
UT,police protection - officers,2013,394,1877173,0,0,0,394,1877173,NA,NA,NA,NA,NA,394
UT,police protection - other,2013,404,1395305,59,63478,4213,428,1458783,NA,NA,NA,NA,NA,463
UT,fire protection total,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
UT,fire protection - firefighters,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
UT,fire protection - other,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
UT,corrections,2013,2951,10677506,209,188865,14353,3032,10866371,NA,NA,NA,NA,NA,3160
UT,highways,2013,1600,6955014,0,0,0,1600,6955014,NA,NA,NA,NA,NA,1600
UT,air transportation,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
UT,water transport and terminals,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
UT,public welfare,2013,2426,8340800,180,315107,18047,2527,8655907,NA,NA,NA,NA,NA,2606
UT,health,2013,1723,7167344,271,502057,25756,1869,7669401,NA,NA,NA,NA,NA,1994
UT,hospitals,2013,8144,33775682,1292,2137840,87309,8637,35913522,NA,NA,NA,NA,NA,9436
UT,social insurance administration,2013,1021,3777250,33,38670,2221,1034,3815920,NA,NA,NA,NA,NA,1054
UT,solid waste management,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
UT,sewerage,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
UT,parks and recreation,2013,250,803912,54,50851,4401,275,854763,NA,NA,NA,NA,NA,304
UT,housing and community development,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
UT,natural resources,2013,1243,4702817,124,122060,9558,1297,4824877,NA,NA,NA,NA,NA,1367
UT,water transport and terminals,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
UT,electric power,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
UT,gas supply,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
UT,transit,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
UT,education total,2013,18835,102281266,23186,25308515,1332027,26359,127589781,NA,NA,NA,NA,NA,42021
UT,education - elementary and secondary total,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
UT,education - elementary and secondary instructional,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
UT,education - elementary and secondary other,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
UT,education - higher education total,2013,17436,96267381,21983,23820789,1247187,24481,120088170,NA,NA,NA,NA,NA,39419
UT,education - higher education instructional,2013,5534,47057289,8241,13122835,440024,8020,60180124,NA,NA,NA,NA,NA,13775
UT,education - higher education other,2013,11902,49210092,13742,10697954,807163,16461,59908046,NA,NA,NA,NA,NA,25644
UT,education - other,2013,1399,6013885,1203,1487726,84840,1878,7501611,NA,NA,NA,NA,NA,2602
UT,libraries,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
UT,liquor stores,2013,255,682655,306,183093,16999,351,865748,NA,NA,NA,NA,NA,561
UT,other and unallocable,2013,1569,6171493,45,13924,555,1572,6185417,NA,NA,NA,NA,NA,1614
VT,total,2013,13366,64416932,3746,5898097,163079,14314,70315029,NA,NA,NA,NA,NA,17112
VT,financial administration,2013,610,2833310,14,12682,740,614,2845992,NA,NA,NA,NA,NA,624
VT,other government administration,2013,498,2036191,213,545516,2280,510,2581707,NA,NA,NA,NA,NA,711
VT,judicial and legal,2013,675,3211598,22,14300,720,679,3225898,NA,NA,NA,NA,NA,697
VT,police protection total,2013,622,3208540,53,34270,1722,632,3242810,NA,NA,NA,NA,NA,675
VT,police protection - officers,2013,288,1771329,11,11700,385,290,1783029,NA,NA,NA,NA,NA,299
VT,police protection - other,2013,334,1437211,42,22570,1337,342,1459781,NA,NA,NA,NA,NA,376
VT,fire protection total,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
VT,fire protection - firefighters,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
VT,fire protection - other,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
VT,corrections,2013,1100,4669189,7,4132,239,1101,4673321,NA,NA,NA,NA,NA,1107
VT,highways,2013,1058,4819486,4,1364,71,1058,4820850,NA,NA,NA,NA,NA,1062
VT,air transportation,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
VT,water transport and terminals,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
VT,public welfare,2013,1402,6096159,29,30745,1114,1408,6126904,NA,NA,NA,NA,NA,1431
VT,health,2013,487,2209625,40,15438,1065,493,2225063,NA,NA,NA,NA,NA,527
VT,hospitals,2013,175,845126,9,8797,208,176,853923,NA,NA,NA,NA,NA,184
VT,social insurance administration,2013,274,1140966,6,3738,188,275,1144704,NA,NA,NA,NA,NA,280
VT,solid waste management,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
VT,sewerage,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
VT,parks and recreation,2013,114,505484,3,1182,89,115,506666,NA,NA,NA,NA,NA,117
VT,housing and community development,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
VT,natural resources,2013,568,2743496,14,18835,764,572,2762331,NA,NA,NA,NA,NA,582
VT,water transport and terminals,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
VT,electric power,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
VT,gas supply,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
VT,transit,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
VT,education total,2013,4566,24434449,3269,5144364,150459,5447,29578813,NA,NA,NA,NA,NA,7835
VT,education - elementary and secondary total,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
VT,education - elementary and secondary instructional,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
VT,education - elementary and secondary other,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
VT,education - higher education total,2013,4128,22381953,3249,5109808,148917,5000,27491761,NA,NA,NA,NA,NA,7377
VT,education - higher education instructional,2013,1059,9038814,1256,2443686,39926,1290,11482500,NA,NA,NA,NA,NA,2315
VT,education - higher education other,2013,3069,13343139,1993,2666122,108991,3710,16009261,NA,NA,NA,NA,NA,5062
VT,education - other,2013,438,2052496,20,34556,1542,447,2087052,NA,NA,NA,NA,NA,458
VT,libraries,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
VT,liquor stores,2013,52,239282,1,624,58,52,239906,NA,NA,NA,NA,NA,53
VT,other and unallocable,2013,1165,5424031,62,62110,3362,1182,5486141,NA,NA,NA,NA,NA,1227
VA,total,2013,106250,483795887,56632,67526173,3358787,125234,551322060,NA,NA,NA,NA,NA,162882
VA,financial administration,2013,3889,17113400,516,815608,55792,4204,17929008,NA,NA,NA,NA,NA,4405
VA,other government administration,2013,517,2943867,257,573981,23556,655,3517848,NA,NA,NA,NA,NA,774
VA,judicial and legal,2013,3685,17437724,332,388588,12674,3757,17826312,NA,NA,NA,NA,NA,4017
VA,police protection total,2013,3073,14267862,137,270096,13304,3148,14537958,NA,NA,NA,NA,NA,3210
VA,police protection - officers,2013,2306,11567127,12,23610,1198,2313,11590737,NA,NA,NA,NA,NA,2318
VA,police protection - other,2013,767,2700735,125,246486,12106,835,2947221,NA,NA,NA,NA,NA,892
VA,fire protection total,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
VA,fire protection - firefighters,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
VA,fire protection - other,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
VA,corrections,2013,13286,42221384,328,509496,32308,13469,42730880,NA,NA,NA,NA,NA,13614
VA,highways,2013,7129,32506104,263,420186,19726,7240,32926290,NA,NA,NA,NA,NA,7392
VA,air transportation,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
VA,water transport and terminals,2013,80,516336,2,3330,266,82,519666,NA,NA,NA,NA,NA,82
VA,public welfare,2013,2676,11374294,336,574845,28874,2839,11949139,NA,NA,NA,NA,NA,3012
VA,health,2013,5033,20495204,702,1037146,62004,5383,21532350,NA,NA,NA,NA,NA,5735
VA,hospitals,2013,13204,52621044,2452,4622947,168131,14154,57243991,NA,NA,NA,NA,NA,15656
VA,social insurance administration,2013,1198,4533308,510,910416,53022,1498,5443724,NA,NA,NA,NA,NA,1708
VA,solid waste management,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
VA,sewerage,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
VA,parks and recreation,2013,653,2387174,921,784386,68642,1040,3171560,NA,NA,NA,NA,NA,1574
VA,housing and community development,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
VA,natural resources,2013,2301,11124788,593,949856,63709,2662,12074644,NA,NA,NA,NA,NA,2894
VA,water transport and terminals,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
VA,electric power,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
VA,gas supply,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
VA,transit,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
VA,education total,2013,45077,233048654,46685,52860157,2536213,59409,285908811,NA,NA,NA,NA,NA,91762
VA,education - elementary and secondary total,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
VA,education - elementary and secondary instructional,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
VA,education - elementary and secondary other,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
VA,education - higher education total,2013,42684,221483412,46181,52074405,2495567,56785,273557817,NA,NA,NA,NA,NA,88865
VA,education - higher education instructional,2013,14905,112167977,16254,26222329,718800,18965,138390306,NA,NA,NA,NA,NA,31159
VA,education - higher education other,2013,27779,109315435,29927,25852076,1776767,37820,135167511,NA,NA,NA,NA,NA,57706
VA,education - other,2013,2393,11565242,504,785752,40646,2624,12350994,NA,NA,NA,NA,NA,2897
VA,libraries,2013,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
